BUYER_STATE,BUYER_COUNTY,MONTH,MME
CO,OTERO,8,6901.889999999996
CO,OTERO,9,7228.089999999992
CO,OTERO,10,7324.650000000001
CO,OTERO,11,7639.31999999999
CO,OTERO,12,7438.410000000002
CO,OURAY,1,460.71999999999923
CO,OURAY,2,533.639999999999
CO,OURAY,3,492.82999999999885
CO,OURAY,4,540.9399999999988
CO,OURAY,5,512.4999999999989
CO,OURAY,6,542.6099999999991
CO,OURAY,7,560.7699999999995
CO,OURAY,8,551.7299999999984
CO,OURAY,9,529.869999999999
CO,OURAY,10,620.1199999999993
CO,OURAY,11,500.44999999999914
CO,OURAY,12,491.5399999999992
CO,PARK,1,736.8100000000005
CO,PARK,2,670.6000000000003
CO,PARK,3,702.3700000000003
CO,PARK,4,692.1
CO,PARK,5,676.5800000000002
CO,PARK,6,806.3700000000005
CO,PARK,7,667.5500000000008
CO,PARK,8,811.0800000000004
CO,PARK,9,811.4700000000003
CO,PARK,10,824.3300000000005
CO,PARK,11,782.6800000000005
CO,PARK,12,893.9800000000008
CO,PHILLIPS,1,293.0700000000002
CO,PHILLIPS,2,263.76000000000016
CO,PHILLIPS,3,302.9600000000001
CO,PHILLIPS,4,329.58
CO,PHILLIPS,5,273.6700000000001
CO,PHILLIPS,6,238.6900000000001
CO,PHILLIPS,7,276.9400000000002
CO,PHILLIPS,8,243.2700000000002
CO,PHILLIPS,9,356.34
CO,PHILLIPS,10,327.24000000000024
CO,PHILLIPS,11,268.3400000000002
CO,PHILLIPS,12,341.9600000000001
CO,PITKIN,1,1229.4000000000005
CO,PITKIN,2,1118.9999999999998
CO,PITKIN,3,1164.6399999999992
CO,PITKIN,4,892.2100000000004
CO,PITKIN,5,739.16
