County,Year,TotalOverdose,TotalDeath,State,POP,OverdoseProp,PolicyState,Post
Acadia Parish,2003,11,602,Louisiana,59194,0.0001858296448964422,False,False
Acadia Parish,2005,23,674,Louisiana,59524,0.0003863987635239567,False,False
Acadia Parish,2006,19,636,Louisiana,60522,0.00031393542843924523,False,False
Acadia Parish,2007,19,655,Louisiana,60762,0.00031269543464665416,False,False
Acadia Parish,2009,11,603,Louisiana,61451,0.00017900441001773772,False,False
Acadia Parish,2010,13,626,Louisiana,61773,0.00021044793032554677,False,True
Acadia Parish,2011,10,684,Louisiana,61865,0.0001616422856219187,False,True
Ada County,2003,17,1997,Idaho,327393,5.192536187395576e-05,False,False
Ada County,2004,21,1955,Idaho,334926,6.270041740563587e-05,False,False
Ada County,2005,20,2158,Idaho,348755,5.734684807386274e-05,False,False
Ada County,2006,32,2226,Idaho,363498,8.803349674551167e-05,False,False
Ada County,2007,32,2243,Idaho,375368,8.524967498561411e-05,False,False
Ada County,2008,37,2235,Idaho,382618,9.67021938330136e-05,False,False
Ada County,2009,44,2273,Idaho,388577,0.00011323367054663554,False,False
Ada County,2010,35,2293,Idaho,392365,8.920265569049228e-05,False,False
Ada County,2011,45,2577,Idaho,401262,0.00011214617880586749,False,False
Ada County,2012,28,2513,Idaho,408862,6.848276435569947e-05,False,False
Ada County,2013,55,2664,Idaho,415951,0.00013222711328978655,False,False
Ada County,2014,65,2744,Idaho,425471,0.0001527718692930893,False,False
Ada County,2015,44,2887,Idaho,432862,0.00010164902440038627,False,False
Adams County,2003,42,2198,Colorado,377464,0.00011126888921857448,False,False
Adams County,2004,46,2117,Colorado,384809,0.00011953982365277319,False,False
Adams County,2005,63,2237,Colorado,395146,0.00015943474057690069,False,False
Adams County,2006,62,2182,Colorado,406575,0.00015249338990346186,False,False
Adams County,2007,70,2254,Colorado,415746,0.00016837203484820057,False,False
Adams County,2008,50,2396,Colorado,424913,0.00011767114679946248,False,False
Adams County,2009,67,2337,Colorado,435700,0.00015377553362405324,False,False
Adams County,2010,53,2314,Colorado,441603,0.00012001730060710639,False,False
Adams County,2011,88,2545,Colorado,452201,0.00019460372710365523,False,False
Adams County,2012,91,2717,Colorado,460558,0.0001975864060552634,False,True
Adams County,2013,78,2683,Colorado,469978,0.00016596521539306096,False,True
Adams County,2014,88,2778,Colorado,479946,0.0001833539606539069,False,True
Adams County,2015,84,2812,Colorado,490443,0.0001712737259987399,False,True
Adams County,2015,14,821,Illinois,66835,0.00020947108550908956,False,False
Adams County,2012,10,331,Ohio,28293,0.00035344431484819565,False,False
Adams County,2014,10,313,Ohio,28066,0.0003563030000712606,False,False
Adams County,2015,13,345,Ohio,27926,0.00046551600658884196,False,False
Adams County,2009,12,856,Pennsylvania,101252,0.00011851617745822304,False,False
Adams County,2010,10,907,Pennsylvania,101407,9.861252181802046e-05,False,False
Aiken County,2003,10,1447,South Carolina,146793,6.81231393867555e-05,False,False
Aiken County,2004,16,1403,South Carolina,148746,0.0001075659177389644,False,False
Aiken County,2005,13,1409,South Carolina,150152,8.657893334754116e-05,False,False
Aiken County,2006,25,1402,South Carolina,152577,0.00016385169455422507,False,False
Aiken County,2007,19,1442,South Carolina,154814,0.00012272791866368675,False,False
Aiken County,2008,18,1548,South Carolina,156896,0.00011472567815623087,False,False
Aiken County,2009,21,1484,South Carolina,158499,0.00013249294948233111,False,False
Aiken County,2010,25,1509,South Carolina,160099,0.00015615338009606556,False,True
Aiken County,2011,22,1553,South Carolina,161594,0.00013614366870057056,False,True
Aiken County,2012,26,1615,South Carolina,162922,0.0001595855685542775,False,True
Aiken County,2013,27,1664,South Carolina,163702,0.00016493384320289306,False,True
Aiken County,2014,26,1712,South Carolina,164215,0.00015832901988247115,False,True
Aiken County,2015,30,1670,South Carolina,165688,0.00018106320312877216,False,True
Alachua County,2003,11,1590,Florida,227022,4.845345385028764e-05,True,False
Alachua County,2007,17,1617,Florida,242685,7.004965284216164e-05,True,False
Alachua County,2009,15,1669,Florida,246657,6.081319403057687e-05,True,False
Alachua County,2010,15,1712,Florida,247336,6.0646246401656045e-05,True,True
Alachua County,2011,14,1716,Florida,249834,5.603720870658117e-05,True,True
Alachua County,2012,14,1691,Florida,251520,5.5661577608142496e-05,True,True
Alachua County,2013,12,1794,Florida,252475,4.752945836221408e-05,True,True
Alachua County,2014,19,1828,Florida,255456,7.437680070149067e-05,True,True
Alachua County,2015,23,1891,Florida,259052,8.878526319040192e-05,True,True
Alamance County,2005,11,1344,North Carolina,139311,7.896002469295317e-05,False,False
Alamance County,2006,10,1333,North Carolina,141462,7.069036207603455e-05,False,False
Alamance County,2007,11,1401,North Carolina,144712,7.601304660290784e-05,False,False
Alamance County,2008,19,1445,North Carolina,147704,0.00012863564967773386,False,False
Alamance County,2009,20,1408,North Carolina,149954,0.00013337423476532804,False,False
Alamance County,2011,16,1435,North Carolina,152692,0.00010478610536242894,False,False
Alamance County,2012,19,1572,North Carolina,153265,0.00012396829021629204,False,False
Alamance County,2013,15,1570,North Carolina,154162,9.730024260193822e-05,False,False
Alamance County,2014,16,1541,North Carolina,155384,0.0001029707048344746,False,False
Alamance County,2015,14,1681,North Carolina,157037,8.915096442239727e-05,False,False
Alameda County,2003,107,9757,California,1454163,7.358184742700784e-05,False,False
Alameda County,2004,132,9266,California,1445721,9.13039237861247e-05,False,False
Alameda County,2005,160,9325,California,1441545,0.00011099202591663805,False,False
Alameda County,2006,163,9301,California,1444484,0.00011284306368225609,False,False
Alameda County,2007,185,9316,California,1455715,0.0001270853154635351,False,False
Alameda County,2008,157,9233,California,1477208,0.00010628157984522153,False,False
Alameda County,2009,143,8891,California,1498539,9.542627852862022e-05,False,False
Alameda County,2010,131,8912,California,1510271,8.673939975011108e-05,False,False
Alameda County,2011,167,9171,California,1530915,0.00010908508963593668,False,False
Alameda County,2012,133,9413,California,1553764,8.559858511331193e-05,False,True
Alameda County,2013,174,9585,California,1579593,0.0001101549576378219,False,True
Alameda County,2014,165,9425,California,1607792,0.00010262521520196642,False,True
Alameda County,2015,198,9802,California,1634538,0.00012113514644505053,False,True
Albany County,2006,11,2634,New York,303997,3.618456761086458e-05,False,False
Albany County,2007,28,2654,New York,303858,9.214830611667292e-05,False,False
Albany County,2008,15,2680,New York,303739,4.9384504459420756e-05,False,False
Albany County,2009,10,2581,New York,304733,3.281561235573437e-05,False,False
Albany County,2010,24,2586,New York,304204,7.889442610879542e-05,False,False
Albany County,2011,26,2700,New York,304596,8.53589672878173e-05,False,False
Albany County,2012,13,2719,New York,305723,4.2522152405936094e-05,False,False
Albany County,2013,29,2638,New York,306589,9.458917312754209e-05,False,False
Albany County,2014,25,2541,New York,307151,8.13931909712161e-05,False,False
Albany County,2015,27,2714,New York,307433,8.782401368753517e-05,False,False
Alexander County,2009,11,326,North Carolina,37053,0.00029687204814724856,False,False
Alexander County,2015,11,399,North Carolina,36960,0.00029761904761904765,False,False
Alexandria city,2009,12,710,Virginia,137523,8.725813136711677e-05,False,False
Alexandria city,2015,11,718,Virginia,153654,7.158941517955927e-05,False,False
Allegan County,2007,17,853,Michigan,111427,0.00015256625413948146,False,False
Allegan County,2009,12,799,Michigan,111252,0.00010786322942508899,False,False
Allegan County,2013,10,938,Michigan,112009,8.9278540117312e-05,False,False
Allegan County,2014,21,966,Michigan,113349,0.00018526850700050288,False,False
Allegany County,2003,15,904,Maryland,74076,0.00020249473513688645,False,False
Allegany County,2006,12,889,Maryland,73980,0.00016220600162206002,False,False
Allegany County,2011,10,902,Maryland,74572,0.00013409858928284073,False,False
Allegany County,2015,11,941,Maryland,72462,0.00015180370401037785,False,False
Allegheny County,2003,197,15153,Pennsylvania,1258420,0.00015654550944835588,False,False
Allegheny County,2004,195,14563,Pennsylvania,1247531,0.00015630874102527312,False,False
Allegheny County,2005,207,14833,Pennsylvania,1234787,0.00016764024888503038,False,False
Allegheny County,2006,137,14111,Pennsylvania,1226025,0.00011174323525213597,False,False
Allegheny County,2007,195,13918,Pennsylvania,1222482,0.0001595115510903228,False,False
Allegheny County,2008,222,14167,Pennsylvania,1221071,0.00018180760987690313,False,False
Allegheny County,2009,217,13614,Pennsylvania,1222171,0.00017755289562589851,False,False
Allegheny County,2010,231,13464,Pennsylvania,1223348,0.00018882607401982102,False,False
Allegheny County,2011,241,13839,Pennsylvania,1228297,0.00019620661778055307,False,False
Allegheny County,2012,276,13392,Pennsylvania,1230911,0.00022422417217816723,False,False
Allegheny County,2013,264,13503,Pennsylvania,1233700,0.00021399043527599903,False,False
Allegheny County,2014,314,13507,Pennsylvania,1233027,0.00025465784609744963,False,False
Allegheny County,2015,414,13880,Pennsylvania,1228827,0.0003369066597657766,False,False
Allen County,2004,20,2471,Indiana,340916,5.8665477712985016e-05,False,False
Allen County,2005,24,2656,Indiana,343238,6.99223279473718e-05,False,False
Allen County,2006,19,2595,Indiana,346314,5.4863505373735976e-05,False,False
Allen County,2007,18,2588,Indiana,349534,5.14971361870376e-05,False,False
Allen County,2008,22,2716,Indiana,351264,6.263095563450851e-05,False,False
Allen County,2009,31,2792,Indiana,353693,8.764663140067799e-05,False,False
Allen County,2010,33,2678,Indiana,355329,9.28716766714791e-05,False,False
Allen County,2011,25,2860,Indiana,358974,6.964292678578394e-05,False,False
Allen County,2012,33,2970,Indiana,360890,9.144060517055059e-05,False,False
Allen County,2013,47,3069,Indiana,363355,0.0001293500846279809,False,False
Allen County,2014,51,3126,Indiana,365147,0.00013966977682960561,False,False
Allen County,2015,57,3158,Indiana,367362,0.0001551603050941578,False,False
Allen County,2012,14,1117,Ohio,105244,0.00013302421040629396,False,False
Allen County,2013,15,1074,Ohio,105055,0.00014278235210128028,False,False
Allen County,2014,12,1088,Ohio,104848,0.00011445139630703495,False,False
Allen County,2015,18,1105,Ohio,104095,0.00017291896825015612,False,False
Amador County,2009,13,396,California,38238,0.0003399759401642345,False,False
Amador County,2014,11,434,California,36726,0.0002995153297391494,False,True
Anderson County,2003,12,1831,South Carolina,171862,6.982346301102047e-05,False,False
Anderson County,2004,18,1822,South Carolina,173539,0.00010372308241951377,False,False
Anderson County,2005,19,1856,South Carolina,175467,0.00010828246906825785,False,False
Anderson County,2006,18,1774,South Carolina,178579,0.00010079572626120653,False,False
Anderson County,2007,25,1924,South Carolina,181543,0.00013770842169623726,False,False
Anderson County,2008,29,1846,South Carolina,184520,0.00015716453500975503,False,False
Anderson County,2009,41,1857,South Carolina,186544,0.00021978728878977615,False,False
Anderson County,2010,33,1973,South Carolina,187126,0.00017635176298323054,False,True
Anderson County,2011,32,1921,South Carolina,188160,0.00017006802721088434,False,True
Anderson County,2012,28,2025,South Carolina,188820,0.00014828937612541046,False,True
Anderson County,2013,36,1975,South Carolina,190005,0.00018946869819215284,False,True
Anderson County,2014,35,1986,South Carolina,191793,0.0001824884119858389,False,True
Anderson County,2015,39,2198,South Carolina,193700,0.00020134228187919463,False,True
Anderson County,2003,10,866,Tennessee,71608,0.0001396492012065691,False,False
Anderson County,2005,13,802,Tennessee,72040,0.0001804553026096613,False,False
Anderson County,2006,13,825,Tennessee,73117,0.00017779722909856804,False,False
Anderson County,2008,13,858,Tennessee,74397,0.00017473822869201714,False,False
Anderson County,2010,16,923,Tennessee,75129,0.00021296703004166167,False,False
Anderson County,2011,15,855,Tennessee,75209,0.0001994442154529378,False,False
Anderson County,2012,16,932,Tennessee,75225,0.00021269524759056166,False,False
Anderson County,2013,20,928,Tennessee,75299,0.00026560777699571045,False,False
Anderson County,2014,18,980,Tennessee,75157,0.00023949864949372648,False,False
Anderson County,2015,22,912,Tennessee,75456,0.00029156064461407973,False,False
Anderson County,2004,11,587,Texas,56245,0.0001955729398168726,True,False
Anderson County,2006,10,590,Texas,57386,0.0001742585299550413,True,False
Anderson County,2008,10,617,Texas,57963,0.00017252385142245915,True,True
Androscoggin County,2008,13,988,Maine,108284,0.00012005467105020133,False,False
Androscoggin County,2009,13,970,Maine,107830,0.00012056014096262636,False,False
Androscoggin County,2010,12,1049,Maine,107702,0.00011141854375963306,False,False
Androscoggin County,2011,12,1022,Maine,107439,0.00011169128528746544,False,False
Androscoggin County,2013,10,990,Maine,107223,9.326357218134169e-05,False,False
Androscoggin County,2014,21,1056,Maine,107358,0.00019560722070083273,False,False
Androscoggin County,2015,23,1132,Maine,107124,0.00021470445465068518,False,False
Anne Arundel County,2003,41,3555,Maryland,507769,8.074537831179139e-05,False,False
Anne Arundel County,2004,53,3534,Maryland,513259,0.00010326170607821783,False,False
Anne Arundel County,2005,58,3733,Maryland,516171,0.00011236586325074442,False,False
Anne Arundel County,2006,61,3816,Maryland,517698,0.00011782931361527376,False,False
Anne Arundel County,2007,68,3709,Maryland,520503,0.00013064285892684576,False,False
Anne Arundel County,2008,70,3897,Maryland,525304,0.00013325617166440765,False,False
Anne Arundel County,2009,74,3756,Maryland,532395,0.00013899454352501433,False,False
Anne Arundel County,2010,59,3766,Maryland,537656,0.00010973559301858437,False,False
Anne Arundel County,2011,72,3928,Maryland,544803,0.0001321578625668361,False,False
Anne Arundel County,2012,75,3943,Maryland,550333,0.0001362811243374466,False,False
Anne Arundel County,2013,97,4177,Maryland,555417,0.00017464355610289205,False,False
Anne Arundel County,2014,111,4219,Maryland,559142,0.00019851844433077824,False,False
Anne Arundel County,2015,133,4082,Maryland,563027,0.00023622312961900583,False,False
Anoka County,2003,11,1411,Minnesota,311863,3.527189823736705e-05,False,False
Anoka County,2004,14,1425,Minnesota,316643,4.42138307178747e-05,False,False
Anoka County,2005,14,1480,Minnesota,319830,4.377325454147516e-05,False,False
Anoka County,2006,12,1396,Minnesota,323590,3.708396427578108e-05,False,False
Anoka County,2007,16,1407,Minnesota,325767,4.9114858165498655e-05,False,False
Anoka County,2008,13,1592,Minnesota,327427,3.970350643044098e-05,False,False
Anoka County,2009,30,1524,Minnesota,329635,9.100975321188587e-05,False,False
Anoka County,2010,36,1690,Minnesota,330844,0.00010881261259082831,False,False
Anoka County,2011,35,1804,Minnesota,332903,0.000105135730227724,False,False
Anoka County,2012,36,1743,Minnesota,336091,0.00010711384714258936,False,False
Anoka County,2013,43,1875,Minnesota,339075,0.00012681560126815602,False,False
Anoka County,2014,22,1921,Minnesota,341871,6.435175841179861e-05,False,False
Anoka County,2015,34,2029,Minnesota,344176,9.878666728650457e-05,False,False
Aransas County,2006,10,303,Texas,23395,0.00042744176106005556,True,False
Arapahoe County,2003,45,2900,Colorado,513690,8.760147170472464e-05,False,False
Arapahoe County,2004,65,2893,Colorado,518971,0.00012524784621876752,False,False
Arapahoe County,2005,54,2970,Colorado,524466,0.00010296186978755534,False,False
Arapahoe County,2006,66,3051,Colorado,531619,0.00012414906164000912,False,False
Arapahoe County,2007,88,3068,Colorado,542039,0.0001623499416093676,False,False
Arapahoe County,2008,90,3178,Colorado,552461,0.00016290742694959463,False,False
Arapahoe County,2009,90,3274,Colorado,563161,0.00015981220290467557,False,False
Arapahoe County,2010,78,3224,Colorado,572003,0.00013636292117349036,False,False
Arapahoe County,2011,72,3391,Colorado,585968,0.00012287360401933212,False,False
Arapahoe County,2012,78,3372,Colorado,596500,0.00013076278290025147,False,True
Arapahoe County,2013,97,3381,Colorado,608467,0.0001594170267245389,False,True
Arapahoe County,2014,99,3620,Colorado,619034,0.0001599265953081737,False,True
Arapahoe County,2015,98,3694,Colorado,630984,0.0001553129714858063,False,True
Arlington County,2015,14,904,Virginia,228548,6.125627876857377e-05,False,False
Armstrong County,2006,14,825,Pennsylvania,70030,0.0001999143224332429,False,False
Armstrong County,2010,13,768,Pennsylvania,68941,0.0001885670355811491,False,False
Armstrong County,2011,15,827,Pennsylvania,68613,0.00021861746316295745,False,False
Armstrong County,2012,14,852,Pennsylvania,68176,0.0002053508566064304,False,False
Armstrong County,2013,14,816,Pennsylvania,67964,0.00020599140721558473,False,False
Armstrong County,2014,17,839,Pennsylvania,67579,0.0002515574364817473,False,False
Armstrong County,2015,26,842,Pennsylvania,66860,0.0003888722704157942,False,False
Aroostook County,2011,13,854,Maine,71388,0.00018210343475093854,False,False
Ascension Parish,2003,11,573,Louisiana,83967,0.00013100384674931818,False,False
Ascension Parish,2005,10,541,Louisiana,89741,0.00011143178703156863,False,False
Ascension Parish,2007,11,649,Louisiana,100132,0.00010985499141133704,False,False
Ascension Parish,2008,12,645,Louisiana,102891,0.00011662827652564365,False,False
Ascension Parish,2009,13,660,Louisiana,105172,0.00012360704369984406,False,False
Ascension Parish,2011,11,639,Louisiana,110075,9.9931864637747e-05,False,True
Ascension Parish,2012,12,643,Louisiana,112218,0.00010693471635566487,False,True
Ascension Parish,2013,22,711,Louisiana,114636,0.00019191179036253883,False,True
Ascension Parish,2014,15,772,Louisiana,117282,0.0001278968639688955,False,True
Ascension Parish,2015,16,656,Louisiana,119374,0.00013403253639821067,False,True
Ashtabula County,2008,10,1107,Ohio,101826,9.820674483923556e-05,False,False
Ashtabula County,2010,18,1108,Ohio,101497,0.00017734514320620314,False,False
Ashtabula County,2011,18,1170,Ohio,101085,0.00017806796260572786,False,False
Ashtabula County,2012,26,1149,Ohio,100252,0.00025934644695367674,False,False
Ashtabula County,2013,15,1179,Ohio,99746,0.00015038197020431898,False,False
Ashtabula County,2014,27,1148,Ohio,99027,0.0002726529128419522,False,False
Ashtabula County,2015,22,1207,Ohio,98404,0.00022356814763627495,False,False
Athens County,2007,13,468,Ohio,64102,0.00020280178465570498,False,False
Athens County,2011,12,504,Ohio,65079,0.00018439127829253675,False,False
Athens County,2012,10,459,Ohio,64610,0.00015477480266212662,False,False
Atlantic County,2003,34,2765,New Jersey,263285,0.00012913762652638774,False,False
Atlantic County,2004,40,2722,New Jersey,267723,0.00014940815693832805,False,False
Atlantic County,2005,35,2684,New Jersey,270332,0.0001294704289540269,False,False
Atlantic County,2006,35,2603,New Jersey,271759,0.0001287905828325833,False,False
Atlantic County,2007,26,2399,New Jersey,272303,9.548187129778224e-05,False,False
Atlantic County,2008,31,2519,New Jersey,273014,0.00011354729061513329,False,False
Atlantic County,2009,12,2530,New Jersey,274049,4.378778977482129e-05,False,False
Atlantic County,2010,35,2480,New Jersey,274549,0.00012748179742049688,False,False
Atlantic County,2011,52,2559,New Jersey,274621,0.0001893518703959275,False,False
Atlantic County,2012,62,2529,New Jersey,274629,0.0002257591150242691,False,False
Atlantic County,2013,64,2567,New Jersey,274314,0.00023330927331452277,False,False
Atlantic County,2014,56,2587,New Jersey,272578,0.00020544578065727974,False,False
Atlantic County,2015,58,2704,New Jersey,270153,0.00021469315536011075,False,False
Augusta County,2009,15,634,Virginia,73844,0.00020313092465196902,False,False
Augusta County,2012,11,654,Virginia,73588,0.00014948089362396043,False,False
Baldwin County,2003,10,1503,Alabama,151509,6.600267970879617e-05,False,False
Baldwin County,2004,18,1546,Alabama,156266,0.00011518820472783588,False,False
Baldwin County,2005,14,1567,Alabama,162183,8.632224092537442e-05,False,False
Baldwin County,2006,11,1639,Alabama,168121,6.54290659703428e-05,False,False
Baldwin County,2007,24,1677,Alabama,172404,0.00013920790700911812,False,False
Baldwin County,2008,19,1675,Alabama,175827,0.00010806076427397385,False,False
Baldwin County,2009,29,1698,Alabama,179406,0.00016164453808679754,False,False
Baldwin County,2010,24,1795,Alabama,182265,0.0001316764052341371,False,False
Baldwin County,2011,23,1850,Alabama,186558,0.00012328605581106143,False,False
Baldwin County,2012,24,1790,Alabama,190145,0.00012621946409319205,False,False
Baldwin County,2013,20,1968,Alabama,194885,0.00010262462477871565,False,False
Baldwin County,2014,32,1943,Alabama,199183,0.00016065628090750718,False,False
Baldwin County,2015,40,2088,Alabama,202939,0.00019710356313966265,False,False
Baltimore County,2003,147,7734,Maryland,777756,0.00018900529214818014,False,False
Baltimore County,2004,104,7363,Maryland,784371,0.00013259031759205785,False,False
Baltimore County,2005,111,7779,Maryland,789110,0.00014066479958434186,False,False
Baltimore County,2006,132,7698,Maryland,793733,0.00016630277435863194,False,False
Baltimore County,2007,116,7556,Maryland,796073,0.0001457152798801115,False,False
Baltimore County,2008,127,7682,Maryland,798651,0.0001590181443459033,False,False
Baltimore County,2009,129,7828,Maryland,801808,0.00016088639674336,False,False
Baltimore County,2010,120,7477,Maryland,805029,0.00014906295301163065,False,False
Baltimore County,2011,112,7579,Maryland,812961,0.0001377679864101722,False,False
Baltimore County,2012,159,7673,Maryland,818113,0.00019434968030088753,False,False
Baltimore County,2013,143,7076,Maryland,822274,0.00017390796741718697,False,False
Baltimore County,2014,189,7383,Maryland,824994,0.00022909257521872887,False,False
Baltimore County,2015,234,8111,Maryland,827533,0.0002827681796375492,False,False
Baltimore city,2003,253,8000,Maryland,629033,0.0004022046538098955,False,False
Baltimore city,2004,223,7456,Maryland,624222,0.00035724469820031977,False,False
Baltimore city,2005,213,7353,Maryland,621560,0.0003426861445395457,False,False
Baltimore city,2006,236,7128,Maryland,621109,0.000379965513299598,False,False
Baltimore city,2007,234,7014,Maryland,620306,0.00037723317201510223,False,False
Baltimore city,2008,152,6624,Maryland,620184,0.0002450885543645112,False,False
Baltimore city,2009,194,6581,Maryland,620509,0.0003126465530717524,False,False
Baltimore city,2010,136,6358,Maryland,620961,0.0002190153648940916,False,False
Baltimore city,2011,134,6200,Maryland,620410,0.0002159862026724263,False,False
Baltimore city,2012,170,6341,Maryland,622895,0.00027291919183811077,False,False
Baltimore city,2013,199,7177,Maryland,622391,0.0003197347005339087,False,False
Baltimore city,2014,254,6805,Maryland,623587,0.0004073208710252138,False,False
Baltimore city,2015,319,6460,Maryland,622522,0.0005124316891611863,False,False
Bannock County,2009,11,597,Idaho,81994,0.00013415615776764153,False,False
Bannock County,2010,11,599,Idaho,82839,0.00013278769661632806,False,False
Bannock County,2011,11,617,Idaho,83641,0.00013151444865556366,False,False
Bannock County,2012,13,687,Idaho,83755,0.00015521461405289236,False,False
Bannock County,2013,11,669,Idaho,83455,0.00013180756096099695,False,False
Bannock County,2014,22,700,Idaho,83536,0.00026335950967247654,False,False
Barnstable County,2003,21,2833,Massachusetts,226011,9.291583153032375e-05,False,False
Barnstable County,2004,21,2764,Massachusetts,224264,9.363963899689651e-05,False,False
Barnstable County,2005,20,2679,Massachusetts,221995,9.009211919187369e-05,False,False
Barnstable County,2006,28,2671,Massachusetts,220037,0.00012725132591336912,False,False
Barnstable County,2007,37,2664,Massachusetts,218380,0.00016942943492993863,False,False
Barnstable County,2008,26,2616,Massachusetts,217066,0.00011977923765122129,False,False
Barnstable County,2009,25,2744,Massachusetts,215994,0.00011574395585062548,False,False
Barnstable County,2010,24,2763,Massachusetts,215888,0.00011116875416882828,False,False
Barnstable County,2011,18,2782,Massachusetts,215356,8.358253310797005e-05,False,False
Barnstable County,2012,20,2739,Massachusetts,214788,9.311507160549007e-05,False,False
Barnstable County,2013,41,2888,Massachusetts,214518,0.00019112615258393235,False,False
Barnstable County,2014,48,2841,Massachusetts,214289,0.00022399656538599742,False,False
Barnstable County,2015,62,2976,Massachusetts,213877,0.0002898862430275345,False,False
Barrow County,2006,10,445,Georgia,61395,0.00016287971333170455,False,False
Barrow County,2008,10,418,Georgia,67362,0.0001484516492978237,False,False
Barrow County,2010,12,508,Georgia,69367,0.00017299292170628686,False,False
Barrow County,2012,10,483,Georgia,70135,0.00014258216297141228,False,False
Barrow County,2014,11,534,Georgia,72849,0.0001509972683221458,False,False
Bartholomew County,2007,10,636,Indiana,75265,0.00013286388095396266,False,False
Bartholomew County,2008,14,693,Indiana,76080,0.0001840168243953733,False,False
Bartholomew County,2010,14,712,Indiana,76794,0.00018230590931583198,False,False
Bartholomew County,2014,10,736,Indiana,80497,0.00012422823210802886,False,False
Bartow County,2004,13,648,Georgia,87834,0.00014800646674408544,False,False
Bartow County,2008,14,713,Georgia,98415,0.0001422547375908144,False,False
Bartow County,2010,20,789,Georgia,100157,0.00019968649220723463,False,False
Bartow County,2011,17,774,Georgia,100116,0.00016980302848695515,False,False
Bartow County,2012,13,801,Georgia,100240,0.00012968874700718276,False,False
Bartow County,2014,16,840,Georgia,101233,0.00015805122835439036,False,False
Bartow County,2015,18,820,Georgia,102043,0.00017639622512078242,False,False
Bastrop County,2013,10,619,Texas,75814,0.00013190175956947266,True,True
Bath County,2008,11,142,Kentucky,11647,0.0009444492143899717,False,False
Bay County,2003,21,1442,Florida,155044,0.00013544542194473828,True,False
Bay County,2004,18,1439,Florida,158804,0.00011334727084960076,True,False
Bay County,2005,17,1506,Florida,162917,0.00010434761258800494,True,False
Bay County,2006,21,1517,Florida,165644,0.00012677790925116515,True,False
Bay County,2007,30,1463,Florida,165345,0.00018143880976140796,True,False
Bay County,2008,23,1522,Florida,166267,0.00013833171946327292,True,False
Bay County,2009,18,1595,Florida,167464,0.00010748578799025462,True,False
Bay County,2010,22,1623,Florida,168852,0.000130291616326724,True,True
Bay County,2012,15,1637,Florida,171757,8.733268513073703e-05,True,True
Bay County,2013,19,1813,Florida,174596,0.00010882265343994135,True,True
Bay County,2014,22,1890,Florida,178289,0.00012339516178788373,True,True
Bay County,2015,25,1858,Florida,181488,0.0001377501542801728,True,True
Bay County,2006,13,1127,Michigan,108711,0.00011958311486418118,False,False
Bay County,2007,12,1132,Michigan,108132,0.00011097547442015315,False,False
Bay County,2008,17,1146,Michigan,108320,0.0001569423929098966,False,False
Bay County,2009,14,1112,Michigan,107913,0.00012973413768498698,False,False
Bay County,2010,11,1108,Michigan,107771,0.00010206827439663731,False,False
Bay County,2011,20,1187,Michigan,107417,0.00018619026783470028,False,False
Bay County,2012,21,1116,Michigan,106967,0.0001963222302205353,False,False
Bay County,2013,17,1155,Michigan,106794,0.0001591849729385546,False,False
Bay County,2014,13,1195,Michigan,106046,0.0001225883107330781,False,False
Bay County,2015,21,1233,Michigan,105237,0.00019954958807263606,False,False
Beaufort County,2010,11,1210,South Carolina,162233,6.780371441075491e-05,False,True
Beaufort County,2011,13,1294,South Carolina,164032,7.925282871634803e-05,False,True
Beaufort County,2013,11,1427,South Carolina,170962,6.434178355424013e-05,False,True
Beaufort County,2014,10,1529,South Carolina,175040,5.712979890310786e-05,False,True
Beaver County,2003,20,2107,Pennsylvania,177523,0.00011266145795192735,False,False
Beaver County,2004,18,2082,Pennsylvania,176395,0.00010204370872190255,False,False
Beaver County,2005,14,2116,Pennsylvania,174820,8.008237043816498e-05,False,False
Beaver County,2006,17,2102,Pennsylvania,173259,9.811900103313537e-05,False,False
Beaver County,2007,20,2103,Pennsylvania,172161,0.00011617032893628638,False,False
Beaver County,2008,18,2171,Pennsylvania,171336,0.00010505673063454266,False,False
Beaver County,2009,26,2031,Pennsylvania,170524,0.00015247120639909925,False,False
Beaver County,2010,24,1916,Pennsylvania,170539,0.00014073027284081647,False,False
Beaver County,2011,33,2078,Pennsylvania,170310,0.00019376431213669192,False,False
Beaver County,2012,31,2102,Pennsylvania,170056,0.0001822928917533048,False,False
Beaver County,2013,41,2163,Pennsylvania,169726,0.00024156581784758965,False,False
Beaver County,2014,34,2093,Pennsylvania,168977,0.00020121081567313896,False,False
Beaver County,2015,34,2177,Pennsylvania,168241,0.00020209104796096075,False,False
Bedford County,2003,11,500,Pennsylvania,49812,0.00022083032201076046,False,False
Bedford County,2009,11,484,Pennsylvania,49889,0.00022048948666038604,False,False
Bedford County,2013,11,683,Virginia,76177,0.00014440054084566208,False,False
Belknap County,2007,13,615,New Hampshire,60109,0.00021627376931907034,False,False
Belknap County,2014,10,646,New Hampshire,60285,0.0001658787426391308,False,False
Belknap County,2015,16,670,New Hampshire,60370,0.00026503230081166145,False,False
Bell County,2003,15,395,Kentucky,29478,0.0005088540606554041,False,False
Bell County,2004,15,334,Kentucky,29275,0.0005123825789923143,False,False
Bell County,2005,17,376,Kentucky,29130,0.0005835907998626845,False,False
Bell County,2006,10,372,Kentucky,28960,0.0003453038674033149,False,False
