BUYER_STATE,BUYER_COUNTY,YEAR/MONTH,MME,Year,FULL_STATES,Population,MME/CAP,PolicyState,Post
FL,ALACHUA,2006,82596.6186877293,2006,Florida,239506,0.34,True,False
FL,ALACHUA,2007,95259.62797679311,2007,Florida,242685,0.39,True,False
FL,ALACHUA,2008,114675.22192176849,2008,Florida,244888,0.47,True,False
FL,ALACHUA,2009,141281.0481854313,2009,Florida,246657,0.57,True,False
FL,ALACHUA,2010,150910.7858758919,2010,Florida,247336,0.61,True,True
FL,ALACHUA,2011,145750.68089929313,2011,Florida,249834,0.58,True,True
FL,ALACHUA,2012,127727.613021565,2012,Florida,251520,0.51,True,True
FL,BAKER,2006,11900.178637500152,2006,Florida,25571,0.47,True,False
FL,BAKER,2007,13793.788183225111,2007,Florida,26212,0.53,True,False
FL,BAKER,2008,15651.322154225169,2008,Florida,26725,0.59,True,False
FL,BAKER,2009,19165.96729500018,2009,Florida,27124,0.71,True,False
FL,BAKER,2010,29821.45321500012,2010,Florida,27115,1.1,True,True
FL,BAKER,2011,32777.553120000026,2011,Florida,27049,1.21,True,True
FL,BAKER,2012,21659.46165000021,2012,Florida,27053,0.8,True,True
FL,BAY,2006,61998.102472078564,2006,Florida,165644,0.37,True,False
FL,BAY,2007,61255.85799926616,2007,Florida,165345,0.37,True,False
FL,BAY,2008,65665.01292126594,2008,Florida,166267,0.39,True,False
FL,BAY,2009,68131.16719294015,2009,Florida,167464,0.41,True,False
FL,BAY,2010,73912.3022531658,2010,Florida,168852,0.44,True,True
FL,BAY,2011,73505.84484769049,2011,Florida,169555,0.43,True,True
FL,BAY,2012,73272.65335132717,2012,Florida,171757,0.43,True,True
FL,BRADFORD,2006,13424.830894900231,2006,Florida,28506,0.47,True,False
FL,BRADFORD,2007,15854.865475125225,2007,Florida,28825,0.55,True,False
FL,BRADFORD,2008,17501.063683500106,2008,Florida,28961,0.6,True,False
FL,BRADFORD,2009,21250.949666812667,2009,Florida,28979,0.73,True,False
FL,BRADFORD,2010,26551.078983862728,2010,Florida,28520,0.93,True,True
FL,BRADFORD,2011,21271.09919250028,2011,Florida,28431,0.75,True,True
FL,BRADFORD,2012,16872.471022500224,2012,Florida,27051,0.62,True,True
FL,BREVARD,2006,201186.1534030964,2006,Florida,535138,0.38,True,False
FL,BREVARD,2007,246505.6839382635,2007,Florida,539719,0.46,True,False
FL,BREVARD,2008,317947.5992638272,2008,Florida,542378,0.59,True,False
FL,BREVARD,2009,365366.2497193953,2009,Florida,542109,0.67,True,False
FL,BREVARD,2010,508840.976494513,2010,Florida,543376,0.94,True,True
FL,BREVARD,2011,481720.14990380843,2011,Florida,544359,0.88,True,True
FL,BREVARD,2012,363107.37734239077,2012,Florida,546966,0.66,True,True
FL,BROWARD,2006,1222607.3896553786,2006,Florida,1739348,0.7,True,False
FL,BROWARD,2007,1720337.481720641,2007,Florida,1720825,1.0,True,False
FL,BROWARD,2008,2180537.4886382525,2008,Florida,1723633,1.27,True,False
FL,BROWARD,2009,2584508.114014747,2009,Florida,1733310,1.49,True,False
FL,BROWARD,2010,3026736.844583195,2010,Florida,1748066,1.73,True,True
FL,BROWARD,2011,1492503.447654777,2011,Florida,1786980,0.84,True,True
FL,BROWARD,2012,809178.9096921141,2012,Florida,1814253,0.45,True,True
FL,CALHOUN,2006,1851.9058230000119,2006,Florida,13997,0.13,True,False
FL,CALHOUN,2007,2021.5322535000096,2007,Florida,14222,0.14,True,False
FL,CALHOUN,2008,2225.1565500000133,2008,Florida,14351,0.16,True,False
FL,CALHOUN,2009,2580.2354700000133,2009,Florida,14692,0.18,True,False
FL,CALHOUN,2010,2722.435965000015,2010,Florida,14625,0.19,True,True
FL,CALHOUN,2011,2810.6887313625152,2011,Florida,14717,0.19,True,True
FL,CALHOUN,2012,2793.381480000016,2012,Florida,14665,0.19,True,True
FL,CHARLOTTE,2006,82123.59715794155,2006,Florida,157099,0.52,True,False
FL,CHARLOTTE,2007,103366.66686720557,2007,Florida,159742,0.65,True,False
FL,CHARLOTTE,2008,142308.39840053048,2008,Florida,160467,0.89,True,False
FL,CHARLOTTE,2009,191565.34862749267,2009,Florida,159629,1.2,True,False
FL,CHARLOTTE,2010,230654.24658953075,2010,Florida,159978,1.44,True,True
FL,CHARLOTTE,2011,207165.206288144,2011,Florida,159869,1.3,True,True
FL,CHARLOTTE,2012,120917.42719837994,2012,Florida,162744,0.74,True,True
FL,CITRUS,2006,49646.89102934089,2006,Florida,137826,0.36,True,False
FL,CITRUS,2007,58420.509573116375,2007,Florida,140974,0.41,True,False
FL,CITRUS,2008,71761.41768466689,2008,Florida,142122,0.5,True,False
FL,CITRUS,2009,81649.55125245466,2009,Florida,141381,0.58,True,False
FL,CITRUS,2010,111738.27332779263,2010,Florida,141236,0.79,True,True
FL,CITRUS,2011,148717.2534045444,2011,Florida,139764,1.06,True,True
FL,CITRUS,2012,101576.39330385461,2012,Florida,139180,0.73,True,True
FL,CLAY,2006,69327.28997720485,2006,Florida,178339,0.39,True,False
FL,CLAY,2007,85815.94069483093,2007,Florida,184256,0.47,True,False
FL,CLAY,2008,98532.92591602,2008,Florida,187289,0.53,True,False
FL,CLAY,2009,125011.3671661208,2009,Florida,189101,0.66,True,False
FL,CLAY,2010,144996.73572807058,2010,Florida,190865,0.76,True,True
FL,CLAY,2011,149491.52033715992,2011,Florida,192314,0.78,True,True
FL,CLAY,2012,134424.40624451954,2012,Florida,193861,0.69,True,True
FL,COLLIER,2006,107528.68073415474,2006,Florida,312621,0.34,True,False
FL,COLLIER,2007,129910.31275693115,2007,Florida,314437,0.41,True,False
FL,COLLIER,2008,147472.3473860064,2008,Florida,316641,0.47,True,False
FL,COLLIER,2009,202995.69626767907,2009,Florida,318485,0.64,True,False
FL,COLLIER,2010,237663.7797535899,2010,Florida,321520,0.74,True,True
FL,COLLIER,2011,198903.37525609316,2011,Florida,327629,0.61,True,True
FL,COLLIER,2012,141917.0842426926,2012,Florida,332233,0.43,True,True
FL,COLUMBIA,2006,27550.681708588032,2006,Florida,65890,0.42,True,False
FL,COLUMBIA,2007,30011.436168013053,2007,Florida,66604,0.45,True,False
FL,COLUMBIA,2008,37731.01713781312,2008,Florida,67318,0.56,True,False
FL,COLUMBIA,2009,40150.09677022534,2009,Florida,67412,0.6,True,False
FL,COLUMBIA,2010,54609.82727294973,2010,Florida,67531,0.81,True,True
FL,COLUMBIA,2011,50996.45302499963,2011,Florida,67317,0.76,True,True
FL,COLUMBIA,2012,49737.84482999941,2012,Florida,67884,0.73,True,True
FL,DE SOTO,2006,7179.5800115000675,2006,Florida,34300,0.21,True,False
FL,DE SOTO,2007,7726.090771792575,2007,Florida,34537,0.22,True,False
FL,DE SOTO,2008,7953.604365000078,2008,Florida,34374,0.23,True,False
FL,DE SOTO,2009,9826.920240000089,2009,Florida,34592,0.28,True,False
FL,DE SOTO,2010,13087.621237500125,2010,Florida,34862,0.38,True,True
FL,DE SOTO,2011,18280.029405000176,2011,Florida,34845,0.52,True,True
FL,DE SOTO,2012,16695.973792500132,2012,Florida,35005,0.48,True,True
FL,DIXIE,2006,2952.7461250000056,2006,Florida,15892,0.19,True,False
FL,DIXIE,2007,3098.6997413625013,2007,Florida,16083,0.19,True,False
FL,DIXIE,2008,3247.3897650000104,2008,Florida,16214,0.2,True,False
FL,DIXIE,2009,2874.669041362513,2009,Florida,16403,0.18,True,False
FL,DIXIE,2010,2657.1103500000117,2010,Florida,16422,0.16,True,True
FL,DIXIE,2011,2559.3821700000085,2011,Florida,16406,0.16,True,True
FL,DIXIE,2012,3326.242594312511,2012,Florida,16153,0.21,True,True
FL,DUVAL,2006,293452.9754727002,2006,Florida,842098,0.35,True,False
FL,DUVAL,2007,344954.36544153484,2007,Florida,851033,0.41,True,False
FL,DUVAL,2008,408809.255086162,2008,Florida,855437,0.48,True,False
FL,DUVAL,2009,534398.118650884,2009,Florida,859795,0.62,True,False
FL,DUVAL,2010,765000.2969470624,2010,Florida,864263,0.89,True,True
FL,DUVAL,2011,659029.6981377021,2011,Florida,872355,0.76,True,True
FL,DUVAL,2012,555328.0796860629,2012,Florida,880108,0.63,True,True
FL,ESCAMBIA,2006,96186.44732702237,2006,Florida,300395,0.32,True,False
FL,ESCAMBIA,2007,113832.92120254095,2007,Florida,297393,0.38,True,False
FL,ESCAMBIA,2008,116136.84399340069,2008,Florida,296854,0.39,True,False
FL,ESCAMBIA,2009,127790.39184473804,2009,Florida,297015,0.43,True,False
FL,ESCAMBIA,2010,156708.2074941154,2010,Florida,297619,0.53,True,True
FL,ESCAMBIA,2011,146310.74382428935,2011,Florida,299401,0.49,True,True
FL,ESCAMBIA,2012,129016.23428401133,2012,Florida,303423,0.43,True,True
FL,FLAGLER,2006,21015.01938367547,2006,Florida,84339,0.25,True,False
FL,FLAGLER,2007,24313.08758776296,2007,Florida,90516,0.27,True,False
FL,FLAGLER,2008,30727.470412450482,2008,Florida,93546,0.33,True,False
FL,FLAGLER,2009,45094.2061172634,2009,Florida,94700,0.48,True,False
FL,FLAGLER,2010,54742.9390545383,2010,Florida,95696,0.57,True,True
FL,FLAGLER,2011,58500.27469567639,2011,Florida,97462,0.6,True,True
FL,FLAGLER,2012,54252.2921795262,2012,Florida,98434,0.55,True,True
FL,FRANKLIN,2006,2174.577223000009,2006,Florida,11308,0.19,True,False
FL,FRANKLIN,2007,2099.0765175000056,2007,Florida,11491,0.18,True,False
FL,FRANKLIN,2008,2152.9779473625103,2008,Florida,11484,0.19,True,False
FL,FRANKLIN,2009,1955.3521200000089,2009,Florida,11515,0.17,True,False
FL,FRANKLIN,2010,2736.8763675000123,2010,Florida,11549,0.24,True,True
FL,FRANKLIN,2011,2695.1848163625077,2011,Florida,11472,0.23,True,True
FL,FRANKLIN,2012,2741.9306925000096,2012,Florida,11612,0.24,True,True
FL,GADSDEN,2006,6021.017100225093,2006,Florida,45258,0.13,True,False
FL,GADSDEN,2007,7138.511467500113,2007,Florida,45867,0.16,True,False
FL,GADSDEN,2008,6724.820623500107,2008,Florida,46319,0.15,True,False
FL,GADSDEN,2009,7168.381856812628,2009,Florida,46264,0.15,True,False
FL,GADSDEN,2010,8384.369197500151,2010,Florida,46389,0.18,True,True
FL,GADSDEN,2011,10053.993885000134,2011,Florida,47373,0.21,True,True
FL,GADSDEN,2012,8671.229358862623,2012,Florida,46574,0.19,True,True
FL,GILCHRIST,2006,4032.6059500000065,2006,Florida,16223,0.25,True,False
FL,GILCHRIST,2007,4195.956289500011,2007,Florida,16610,0.25,True,False
FL,GILCHRIST,2008,4955.8422,2008,Florida,16797,0.3,True,False
FL,GILCHRIST,2009,6117.87199136251,2009,Florida,16829,0.36,True,False
FL,GILCHRIST,2010,5760.958282725,2010,Florida,16939,0.34,True,True
FL,GILCHRIST,2011,5709.0700050000205,2011,Florida,16994,0.34,True,True
FL,GILCHRIST,2012,5469.281212500022,2012,Florida,16897,0.32,True,True
FL,GLADES,2009,2627.311200000001,2009,Florida,12839,0.2,True,False
FL,GLADES,2010,6489.442050000002,2010,Florida,12884,0.5,True,True
FL,GLADES,2011,4646.468100000006,2011,Florida,12837,0.36,True,True
FL,GLADES,2012,1898.2095000000024,2012,Florida,12669,0.15,True,True
FL,GULF,2006,3543.341616000004,2006,Florida,15856,0.22,True,False
FL,GULF,2007,3813.9477660000057,2007,Florida,15908,0.24,True,False
FL,GULF,2008,3573.7142150000122,2008,Florida,15851,0.23,True,False
FL,GULF,2009,3494.621707500005,2009,Florida,15933,0.22,True,False
FL,GULF,2010,4311.71625000002,2010,Florida,15863,0.27,True,True
FL,GULF,2011,3866.418202500016,2011,Florida,15764,0.25,True,True
FL,GULF,2012,4012.6529025000227,2012,Florida,15770,0.25,True,True
FL,HAMILTON,2006,1804.8995505000075,2006,Florida,14430,0.13,True,False
FL,HAMILTON,2007,2249.3530935000053,2007,Florida,14589,0.15,True,False
FL,HAMILTON,2008,3039.991791000008,2008,Florida,14785,0.21,True,False
FL,HAMILTON,2009,2305.155352500005,2009,Florida,14930,0.15,True,False
FL,HAMILTON,2010,3470.68282886251,2010,Florida,14799,0.23,True,True
FL,HAMILTON,2011,3033.594877500013,2011,Florida,14595,0.21,True,True
FL,HAMILTON,2012,2549.667487500008,2012,Florida,14721,0.17,True,True
FL,HARDEE,2006,3682.5681049999953,2006,Florida,27049,0.14,True,False
FL,HARDEE,2007,3996.1595724999984,2007,Florida,27489,0.15,True,False
FL,HARDEE,2008,4647.926044500017,2008,Florida,27603,0.17,True,False
FL,HARDEE,2009,7751.621392500057,2009,Florida,27661,0.28,True,False
FL,HARDEE,2010,8867.193390000095,2010,Florida,27731,0.32,True,True
FL,HARDEE,2011,9282.533205000103,2011,Florida,27684,0.34,True,True
FL,HARDEE,2012,7940.830061362598,2012,Florida,27439,0.29,True,True
FL,HENDRY,2006,16527.160282500314,2006,Florida,38776,0.43,True,False
FL,HENDRY,2007,19191.32901208789,2007,Florida,39006,0.49,True,False
FL,HENDRY,2008,20998.036911000414,2008,Florida,39177,0.54,True,False
FL,HENDRY,2009,22472.57688157541,2009,Florida,39010,0.58,True,False
FL,HENDRY,2010,27617.01531000045,2010,Florida,39140,0.71,True,True
FL,HENDRY,2011,26953.09624886293,2011,Florida,38972,0.69,True,True
FL,HENDRY,2012,19653.150187500432,2012,Florida,37870,0.52,True,True
FL,HERNANDO,2006,78727.92757445497,2006,Florida,164398,0.48,True,False
FL,HERNANDO,2007,111241.43089612247,2007,Florida,169891,0.65,True,False
FL,HERNANDO,2008,197158.77536772226,2008,Florida,172437,1.14,True,False
FL,HERNANDO,2009,245050.01594727515,2009,Florida,171950,1.43,True,False
FL,HERNANDO,2010,331289.8299954519,2010,Florida,172778,1.92,True,True
FL,HERNANDO,2011,239292.42987068728,2011,Florida,172847,1.38,True,True
FL,HERNANDO,2012,163153.66029019607,2012,Florida,172718,0.94,True,True
FL,HIGHLANDS,2006,22995.715222501014,2006,Florida,97788,0.24,True,False
FL,HIGHLANDS,2007,24466.187287941117,2007,Florida,99023,0.25,True,False
FL,HIGHLANDS,2008,28613.962263501002,2008,Florida,99568,0.29,True,False
FL,HIGHLANDS,2009,33721.28850067624,2009,Florida,98956,0.34,True,False
FL,HIGHLANDS,2010,45729.84357431388,2010,Florida,98786,0.46,True,True
FL,HIGHLANDS,2011,54161.62926453876,2011,Florida,98477,0.55,True,True
FL,HIGHLANDS,2012,41042.59796340114,2012,Florida,98222,0.42,True,True
FL,HILLSBOROUGH,2006,1027723.7849867414,2006,Florida,1171826,0.88,True,False
FL,HILLSBOROUGH,2007,1189548.966784732,2007,Florida,1184686,1.0,True,False
FL,HILLSBOROUGH,2008,1507903.6186250553,2008,Florida,1196773,1.26,True,False
FL,HILLSBOROUGH,2009,2124149.0308500133,2009,Florida,1214050,1.75,True,False
FL,HILLSBOROUGH,2010,2801560.6110086474,2010,Florida,1229226,2.28,True,True
FL,HILLSBOROUGH,2011,1533314.54995062,2011,Florida,1255503,1.22,True,True
FL,HILLSBOROUGH,2012,855609.6664839308,2012,Florida,1279639,0.67,True,True
FL,HOLMES,2006,5115.2800700000325,2006,Florida,19824,0.26,True,False
FL,HOLMES,2007,5388.630639225034,2007,Florida,19991,0.27,True,False
FL,HOLMES,2008,5350.438789587534,2008,Florida,20141,0.27,True,False
FL,HOLMES,2009,5461.291740450045,2009,Florida,20147,0.27,True,False
FL,HOLMES,2010,5004.425704087547,2010,Florida,19927,0.25,True,True
FL,HOLMES,2011,5188.443866362564,2011,Florida,19838,0.26,True,True
FL,HOLMES,2012,5462.5971600000785,2012,Florida,19697,0.28,True,True
FL,INDIAN RIVER,2006,43237.351081764515,2006,Florida,131463,0.33,True,False
FL,INDIAN RIVER,2007,51702.13878888993,2007,Florida,134564,0.38,True,False
FL,INDIAN RIVER,2008,64186.802972627636,2008,Florida,136277,0.47,True,False
FL,INDIAN RIVER,2009,79226.07711930282,2009,Florida,137016,0.58,True,False
FL,INDIAN RIVER,2010,111822.90470929068,2010,Florida,138028,0.81,True,True
FL,INDIAN RIVER,2011,141158.72960861554,2011,Florida,139103,1.01,True,True
FL,INDIAN RIVER,2012,98923.32428561537,2012,Florida,140473,0.7,True,True
FL,JACKSON,2006,9866.87533750018,2006,Florida,48265,0.2,True,False
FL,JACKSON,2007,11355.73454750023,2007,Florida,48368,0.23,True,False
FL,JACKSON,2008,12130.1033215002,2008,Florida,50272,0.24,True,False
FL,JACKSON,2009,13341.586837500205,2009,Florida,50064,0.27,True,False
FL,JACKSON,2010,14859.5648250002,2010,Florida,49746,0.3,True,True
FL,JACKSON,2011,16484.638485000258,2011,Florida,49197,0.34,True,True
FL,JACKSON,2012,17427.980370000343,2012,Florida,49109,0.35,True,True
FL,JEFFERSON,2006,1465.4849204999978,2006,Florida,14461,0.1,True,False
FL,JEFFERSON,2007,1732.0343369999987,2007,Florida,14383,0.12,True,False
FL,JEFFERSON,2008,2123.4259035000014,2008,Florida,14606,0.15,True,False
FL,JEFFERSON,2009,2413.278483862504,2009,Florida,14704,0.16,True,False
FL,JEFFERSON,2010,2637.1250174999977,2010,Florida,14761,0.18,True,True
FL,JEFFERSON,2011,2823.4519350000014,2011,Florida,14529,0.19,True,True
FL,JEFFERSON,2012,2213.9155200000023,2012,Florida,14219,0.16,True,True
FL,LAFAYETTE,2006,1215.7013750000024,2006,Florida,8341,0.15,True,False
FL,LAFAYETTE,2007,1355.7724875000035,2007,Florida,8398,0.16,True,False
FL,LAFAYETTE,2008,1361.0927500000043,2008,Florida,8465,0.16,True,False
FL,LAFAYETTE,2009,1257.6621750000022,2009,Florida,8435,0.15,True,False
FL,LAFAYETTE,2010,1363.4092875000038,2010,Florida,8870,0.15,True,True
FL,LAFAYETTE,2011,1307.1051675000035,2011,Florida,8798,0.15,True,True
FL,LAFAYETTE,2012,1295.0002725000031,2012,Florida,8791,0.15,True,True
FL,LAKE,2006,64563.41932243082,2006,Florida,281329,0.23,True,False
FL,LAKE,2007,82180.0273315835,2007,Florida,289909,0.28,True,False
FL,LAKE,2008,103711.04927071047,2008,Florida,293654,0.35,True,False
FL,LAKE,2009,140752.49857088662,2009,Florida,295511,0.48,True,False
FL,LAKE,2010,177229.26266112374,2010,Florida,297052,0.6,True,True
FL,LAKE,2011,179071.46538702608,2011,Florida,300505,0.6,True,True
FL,LAKE,2012,156520.69777519707,2012,Florida,303725,0.52,True,True
FL,LEE,2006,309886.7067442962,2006,Florida,582678,0.53,True,False
FL,LEE,2007,295673.26356948045,2007,Florida,604716,0.49,True,False
FL,LEE,2008,340668.9295273179,2008,Florida,610984,0.56,True,False
FL,LEE,2009,439929.93098849984,2009,Florida,612297,0.72,True,False
FL,LEE,2010,680132.8328027857,2010,Florida,618754,1.1,True,True
FL,LEE,2011,587055.7268651475,2011,Florida,631053,0.93,True,True
FL,LEE,2012,272161.03570029355,2012,Florida,644197,0.42,True,True
FL,LEON,2006,43067.63904172785,2006,Florida,263076,0.16,True,False
FL,LEON,2007,47083.40082031617,2007,Florida,268519,0.18,True,False
FL,LEON,2008,51120.25009326629,2008,Florida,271130,0.19,True,False
FL,LEON,2009,55928.522419128865,2009,Florida,273263,0.2,True,False
FL,LEON,2010,56268.735998178905,2010,Florida,275487,0.2,True,True
FL,LEON,2011,58086.07297545415,2011,Florida,278371,0.21,True,True
FL,LEON,2012,61292.55911044085,2012,Florida,283620,0.22,True,True
FL,LEVY,2006,18659.653543000502,2006,Florida,39447,0.47,True,False
FL,LEVY,2007,22313.800503725663,2007,Florida,40204,0.56,True,False
FL,LEVY,2008,28379.51261290068,2008,Florida,40809,0.7,True,False
FL,LEVY,2009,33730.549890900475,2009,Florida,40880,0.83,True,False
FL,LEVY,2010,36649.65238590018,2010,Florida,40801,0.9,True,True
FL,LEVY,2011,36064.200581587655,2011,Florida,40151,0.9,True,True
FL,LEVY,2012,28221.149431800317,2012,Florida,39823,0.71,True,True
FL,LIBERTY,2006,628.4498325000004,2006,Florida,8011,0.08,True,False
FL,LIBERTY,2007,738.3230204999995,2007,Florida,8113,0.09,True,False
FL,LIBERTY,2008,771.9740625000012,2008,Florida,8323,0.09,True,False
FL,LIBERTY,2009,686.3627999999998,2009,Florida,8347,0.08,True,False
FL,LIBERTY,2010,1141.6443375000038,2010,Florida,8365,0.14,True,True
FL,LIBERTY,2011,821.8818000000017,2011,Florida,8264,0.1,True,True
FL,LIBERTY,2012,764.5792500000003,2012,Florida,8301,0.09,True,True
FL,MADISON,2006,2315.633331362499,2006,Florida,19299,0.12,True,False
FL,MADISON,2007,2632.527374224996,2007,Florida,19322,0.14,True,False
FL,MADISON,2008,2793.881285362489,2008,Florida,19347,0.14,True,False
FL,MADISON,2009,3389.4532243125,2009,Florida,19329,0.18,True,False
FL,MADISON,2010,4027.763512499988,2010,Florida,19224,0.21,True,True
FL,MADISON,2011,4642.083652499993,2011,Florida,19130,0.24,True,True
FL,MADISON,2012,4504.777440000004,2012,Florida,18972,0.24,True,True
FL,MANATEE,2006,150205.64369562527,2006,Florida,313771,0.48,True,False
FL,MANATEE,2007,172443.21415870427,2007,Florida,316410,0.54,True,False
FL,MANATEE,2008,196741.84314976452,2008,Florida,318766,0.62,True,False
FL,MANATEE,2009,228282.8999302286,2009,Florida,320711,0.71,True,False
FL,MANATEE,2010,360934.6839088658,2010,Florida,322833,1.12,True,True
FL,MANATEE,2011,326820.0550758578,2011,Florida,327549,1.0,True,True
FL,MANATEE,2012,219299.73861376347,2012,Florida,333844,0.66,True,True
FL,MARION,2006,114208.97585439956,2006,Florida,316310,0.36,True,False
FL,MARION,2007,140167.10838947794,2007,Florida,325634,0.43,True,False
FL,MARION,2008,160020.95087337866,2008,Florida,330052,0.48,True,False
FL,MARION,2009,177998.09807908165,2009,Florida,330880,0.54,True,False
FL,MARION,2010,216686.24085170453,2010,Florida,331298,0.65,True,True
FL,MARION,2011,209503.19854884347,2011,Florida,332286,0.63,True,True
FL,MARION,2012,175709.7753719747,2012,Florida,333873,0.53,True,True
FL,MARTIN,2006,68573.12878736468,2006,Florida,141802,0.48,True,False
FL,MARTIN,2007,77097.86936731487,2007,Florida,143542,0.54,True,False
FL,MARTIN,2008,99157.7796427273,2008,Florida,144369,0.69,True,False
FL,MARTIN,2009,121781.2565109028,2009,Florida,145506,0.84,True,False
FL,MARTIN,2010,149894.56248134995,2010,Florida,146318,1.02,True,True
FL,MARTIN,2011,137044.59642521475,2011,Florida,147871,0.93,True,True
FL,MARTIN,2012,85087.5526195141,2012,Florida,148981,0.57,True,True
FL,MIAMI-DADE,2006,303039.7180859787,2006,Florida,2405911,0.13,True,False
FL,MIAMI-DADE,2007,373495.88119888,2007,Florida,2415576,0.15,True,False
FL,MIAMI-DADE,2008,519536.8065604283,2008,Florida,2436062,0.21,True,False
FL,MIAMI-DADE,2009,801945.1460796333,2009,Florida,2463943,0.33,True,False
FL,MIAMI-DADE,2010,1242761.2069210964,2010,Florida,2496435,0.5,True,True
FL,MIAMI-DADE,2011,1070607.7594410407,2011,Florida,2544531,0.42,True,True
FL,MIAMI-DADE,2012,503313.8578103114,2012,Florida,2576554,0.2,True,True
FL,MONROE,2006,42203.180115727446,2006,Florida,73793,0.57,True,False
FL,MONROE,2007,46281.924684227335,2007,Florida,72906,0.63,True,False
FL,MONROE,2008,53446.0962143649,2008,Florida,72730,0.73,True,False
FL,MONROE,2009,71369.62996954055,2009,Florida,72627,0.98,True,False
FL,MONROE,2010,77309.9665754274,2010,Florida,73090,1.06,True,True
FL,MONROE,2011,71118.77676247715,2011,Florida,73967,0.96,True,True
FL,MONROE,2012,47813.94658245115,2012,Florida,74560,0.64,True,True
FL,NASSAU,2006,26318.17944131361,2006,Florida,67823,0.39,True,False
FL,NASSAU,2007,30364.848846726178,2007,Florida,69969,0.43,True,False
FL,NASSAU,2008,38339.252757001115,2008,Florida,71557,0.54,True,False
FL,NASSAU,2009,45514.90099500119,2009,Florida,72671,0.63,True,False
FL,NASSAU,2010,55038.31814681382,2010,Florida,73314,0.75,True,True
FL,NASSAU,2011,64563.827895676506,2011,Florida,74148,0.87,True,True
FL,NASSAU,2012,60370.36705567631,2012,Florida,74519,0.81,True,True
FL,OKALOOSA,2006,51768.87854175236,2006,Florida,184071,0.28,True,False
FL,OKALOOSA,2007,51948.68690433954,2007,Florida,182677,0.28,True,False
FL,OKALOOSA,2008,53881.856700314645,2008,Florida,181752,0.3,True,False
FL,OKALOOSA,2009,58085.78683608912,2009,Florida,181153,0.32,True,False
FL,OKALOOSA,2010,61460.166825451495,2010,Florida,180822,0.34,True,True
FL,OKALOOSA,2011,63730.010400676794,2011,Florida,183102,0.35,True,True
FL,OKALOOSA,2012,64457.984923389544,2012,Florida,189762,0.34,True,True
FL,OKEECHOBEE,2006,20628.537535312924,2006,Florida,39668,0.52,True,False
FL,OKEECHOBEE,2007,24923.11014090056,2007,Florida,39840,0.63,True,False
FL,OKEECHOBEE,2008,29189.02021492556,2008,Florida,39968,0.73,True,False
FL,OKEECHOBEE,2009,35903.96056931306,2009,Florida,39899,0.9,True,False
FL,OKEECHOBEE,2010,55324.330290450525,2010,Florida,39996,1.38,True,True
FL,OKEECHOBEE,2011,49274.62340681288,2011,Florida,39869,1.24,True,True
FL,OKEECHOBEE,2012,32380.21279635021,2012,Florida,39710,0.82,True,True
FL,ORANGE,2006,249616.18134775737,2006,Florida,1083429,0.23,True,False
FL,ORANGE,2007,305170.61644330126,2007,Florida,1100663,0.28,True,False
FL,ORANGE,2008,483055.08753783966,2008,Florida,1115525,0.43,True,False
FL,ORANGE,2009,688873.4670695318,2009,Florida,1131351,0.61,True,False
FL,ORANGE,2010,1118030.4767550745,2010,Florida,1145956,0.98,True,True
FL,ORANGE,2011,879529.7461210428,2011,Florida,1170579,0.75,True,True
FL,ORANGE,2012,536535.5904660167,2012,Florida,1202498,0.45,True,True
FL,OSCEOLA,2006,50817.721968815305,2006,Florida,242081,0.21,True,False
FL,OSCEOLA,2007,64095.232327991034,2007,Florida,253722,0.25,True,False
FL,OSCEOLA,2008,93117.01540626754,2008,Florida,261746,0.36,True,False
FL,OSCEOLA,2009,225661.79262585755,2009,Florida,265267,0.85,True,False
FL,OSCEOLA,2010,289370.5034899938,2010,Florida,268685,1.08,True,True
FL,OSCEOLA,2011,188818.98852862968,2011,Florida,278636,0.68,True,True
FL,OSCEOLA,2012,126453.88542135336,2012,Florida,288876,0.44,True,True
FL,PALM BEACH,2006,645319.1794897038,2006,Florida,1284489,0.5,True,False
FL,PALM BEACH,2007,924515.0144843024,2007,Florida,1286586,0.72,True,False
FL,PALM BEACH,2008,1334354.3831698054,2008,Florida,1294938,1.03,True,False
FL,PALM BEACH,2009,1813924.7727780056,2009,Florida,1307371,1.39,True,False
FL,PALM BEACH,2010,1897698.5658714669,2010,Florida,1320134,1.44,True,True
FL,PALM BEACH,2011,1063694.692981036,2011,Florida,1336760,0.8,True,True
FL,PALM BEACH,2012,625882.0926076007,2012,Florida,1354936,0.46,True,True
FL,PASCO,2006,268426.0533706897,2006,Florida,439529,0.61,True,False
FL,PASCO,2007,356094.0088700386,2007,Florida,453579,0.79,True,False
FL,PASCO,2008,494709.0844496416,2008,Florida,461313,1.07,True,False
FL,PASCO,2009,561319.1654819302,2009,Florida,462607,1.21,True,False
FL,PASCO,2010,761605.8105571279,2010,Florida,464697,1.64,True,True
FL,PASCO,2011,678130.6519052932,2011,Florida,466464,1.45,True,True
FL,PASCO,2012,345632.1551612219,2012,Florida,469637,0.74,True,True
FL,PINELLAS,2006,607000.7514847196,2006,Florida,924182,0.66,True,False
FL,PINELLAS,2007,636336.2976673237,2007,Florida,918624,0.69,True,False
FL,PINELLAS,2008,933646.5695683571,2008,Florida,916458,1.02,True,False
FL,PINELLAS,2009,1035506.5572692738,2009,Florida,915330,1.13,True,False
