BUYER_STATE,BUYER_COUNTY,YEAR/MONTH,MME,Year,FULL_STATES,Population,MME/CAP,PolicyState,Post
TX,SABINE,20113,230.3400000000001,2011,Texas,10727,0.02,True,True
TX,SABINE,20114,189.68000000000006,2011,Texas,10727,0.02,True,True
TX,SABINE,20115,189.11000000000007,2011,Texas,10727,0.02,True,True
TX,SABINE,20116,235.44000000000003,2011,Texas,10727,0.02,True,True
TX,SABINE,20117,170.97999999999996,2011,Texas,10727,0.02,True,True
TX,SABINE,20118,199.63000000000008,2011,Texas,10727,0.02,True,True
TX,SABINE,20119,228.49000000000007,2011,Texas,10727,0.02,True,True
TX,SABINE,20121,177.24000000000007,2012,Texas,10524,0.02,True,True
TX,SABINE,20122,195.84000000000003,2012,Texas,10524,0.02,True,True
TX,SABINE,20123,200.02000000000007,2012,Texas,10524,0.02,True,True
TX,SABINE,20124,225.43000000000018,2012,Texas,10524,0.02,True,True
TX,SABINE,20125,207.8100000000001,2012,Texas,10524,0.02,True,True
TX,SABINE,20126,176.75000000000009,2012,Texas,10524,0.02,True,True
TX,SABINE,20127,200.67000000000007,2012,Texas,10524,0.02,True,True
TX,SABINE,20128,213.97000000000008,2012,Texas,10524,0.02,True,True
TX,SABINE,20129,207.22000000000008,2012,Texas,10524,0.02,True,True
TX,SABINE,200610,126.40999999999998,2006,Texas,10583,0.01,True,False
TX,SABINE,200611,160.99,2006,Texas,10583,0.02,True,False
TX,SABINE,200612,109.43999999999994,2006,Texas,10583,0.01,True,False
TX,SABINE,200710,182.5300000000001,2007,Texas,10541,0.02,True,True
TX,SABINE,200711,209.8100000000001,2007,Texas,10541,0.02,True,True
TX,SABINE,200712,180.91000000000008,2007,Texas,10541,0.02,True,True
TX,SABINE,200810,180.00000000000009,2008,Texas,10565,0.02,True,True
TX,SABINE,200811,193.1200000000001,2008,Texas,10565,0.02,True,True
TX,SABINE,200812,186.92000000000007,2008,Texas,10565,0.02,True,True
TX,SABINE,200910,182.58000000000007,2009,Texas,10721,0.02,True,True
TX,SABINE,200911,168.78000000000006,2009,Texas,10721,0.02,True,True
TX,SABINE,200912,230.02000000000007,2009,Texas,10721,0.02,True,True
TX,SABINE,201010,178.05000000000004,2010,Texas,10834,0.02,True,True
TX,SABINE,201011,181.38,2010,Texas,10834,0.02,True,True
TX,SABINE,201012,149.79999999999995,2010,Texas,10834,0.01,True,True
TX,SABINE,201110,190.33000000000007,2011,Texas,10727,0.02,True,True
TX,SABINE,201111,178.99000000000007,2011,Texas,10727,0.02,True,True
TX,SABINE,201112,212.60000000000016,2011,Texas,10727,0.02,True,True
TX,SABINE,201210,199.9500000000001,2012,Texas,10524,0.02,True,True
TX,SABINE,201211,189.32000000000008,2012,Texas,10524,0.02,True,True
TX,SABINE,201212,186.90000000000006,2012,Texas,10524,0.02,True,True
TX,SAN AUGUSTINE,20061,170.32000000000005,2006,Texas,9128,0.02,True,False
TX,SAN AUGUSTINE,20062,182.42000000000004,2006,Texas,9128,0.02,True,False
TX,SAN AUGUSTINE,20063,128.02000000000004,2006,Texas,9128,0.01,True,False
TX,SAN AUGUSTINE,20064,114.44,2006,Texas,9128,0.01,True,False
TX,SAN AUGUSTINE,20065,150.07999999999996,2006,Texas,9128,0.02,True,False
TX,SAN AUGUSTINE,20066,286.1900000000001,2006,Texas,9128,0.03,True,False
TX,SAN AUGUSTINE,20067,56.01000000000002,2006,Texas,9128,0.01,True,False
TX,SAN AUGUSTINE,20068,195.79,2006,Texas,9128,0.02,True,False
TX,SAN AUGUSTINE,20069,115.35999999999996,2006,Texas,9128,0.01,True,False
TX,SAN AUGUSTINE,20071,140.32999999999993,2007,Texas,9048,0.02,True,True
TX,SAN AUGUSTINE,20072,127.82,2007,Texas,9048,0.01,True,True
TX,SAN AUGUSTINE,20073,166.07,2007,Texas,9048,0.02,True,True
TX,SAN AUGUSTINE,20074,202.21,2007,Texas,9048,0.02,True,True
TX,SAN AUGUSTINE,20075,193.91,2007,Texas,9048,0.02,True,True
TX,SAN AUGUSTINE,20076,203.38000000000008,2007,Texas,9048,0.02,True,True
TX,SAN AUGUSTINE,20077,84.09,2007,Texas,9048,0.01,True,True
TX,SAN AUGUSTINE,20078,207.08000000000007,2007,Texas,9048,0.02,True,True
TX,SAN AUGUSTINE,20079,116.05,2007,Texas,9048,0.01,True,True
TX,SAN AUGUSTINE,20081,138.30999999999997,2008,Texas,9039,0.02,True,True
TX,SAN AUGUSTINE,20082,166.54000000000005,2008,Texas,9039,0.02,True,True
TX,SAN AUGUSTINE,20083,150.3300000000001,2008,Texas,9039,0.02,True,True
TX,SAN AUGUSTINE,20084,126.14,2008,Texas,9039,0.01,True,True
TX,SAN AUGUSTINE,20085,177.48999999999995,2008,Texas,9039,0.02,True,True
TX,SAN AUGUSTINE,20086,146.54999999999995,2008,Texas,9039,0.02,True,True
TX,SAN AUGUSTINE,20087,175.37000000000012,2008,Texas,9039,0.02,True,True
TX,SAN AUGUSTINE,20088,161.86000000000004,2008,Texas,9039,0.02,True,True
TX,SAN AUGUSTINE,20089,168.21999999999994,2008,Texas,9039,0.02,True,True
TX,SAN AUGUSTINE,20091,154.02000000000004,2009,Texas,8938,0.02,True,True
TX,SAN AUGUSTINE,20092,163.64,2009,Texas,8938,0.02,True,True
TX,SAN AUGUSTINE,20093,138.89000000000004,2009,Texas,8938,0.02,True,True
TX,SAN AUGUSTINE,20094,172.65000000000003,2009,Texas,8938,0.02,True,True
TX,SAN AUGUSTINE,20095,149.12000000000006,2009,Texas,8938,0.02,True,True
TX,SAN AUGUSTINE,20096,136.00000000000003,2009,Texas,8938,0.02,True,True
TX,SAN AUGUSTINE,20097,178.06000000000012,2009,Texas,8938,0.02,True,True
TX,SAN AUGUSTINE,20098,148.35000000000005,2009,Texas,8938,0.02,True,True
TX,SAN AUGUSTINE,20099,182.69000000000008,2009,Texas,8938,0.02,True,True
TX,SAN AUGUSTINE,20101,158.44999999999996,2010,Texas,8865,0.02,True,True
TX,SAN AUGUSTINE,20102,170.2800000000001,2010,Texas,8865,0.02,True,True
TX,SAN AUGUSTINE,20103,158.74,2010,Texas,8865,0.02,True,True
TX,SAN AUGUSTINE,20104,170.5800000000001,2010,Texas,8865,0.02,True,True
TX,SAN AUGUSTINE,20105,168.74000000000015,2010,Texas,8865,0.02,True,True
TX,SAN AUGUSTINE,20106,171.71999999999986,2010,Texas,8865,0.02,True,True
TX,SAN AUGUSTINE,20107,184.34,2010,Texas,8865,0.02,True,True
TX,SAN AUGUSTINE,20108,203.43,2010,Texas,8865,0.02,True,True
TX,SAN AUGUSTINE,20109,177.86000000000007,2010,Texas,8865,0.02,True,True
TX,SAN AUGUSTINE,20111,230.47,2011,Texas,8799,0.03,True,True
TX,SAN AUGUSTINE,20112,208.01,2011,Texas,8799,0.02,True,True
TX,SAN AUGUSTINE,20113,193.32000000000008,2011,Texas,8799,0.02,True,True
TX,SAN AUGUSTINE,20114,238.26,2011,Texas,8799,0.03,True,True
TX,SAN AUGUSTINE,20115,228.75000000000009,2011,Texas,8799,0.03,True,True
TX,SAN AUGUSTINE,20116,227.45000000000005,2011,Texas,8799,0.03,True,True
TX,SAN AUGUSTINE,20117,179.98999999999995,2011,Texas,8799,0.02,True,True
TX,SAN AUGUSTINE,20118,239.71000000000006,2011,Texas,8799,0.03,True,True
TX,SAN AUGUSTINE,20119,201.3700000000001,2011,Texas,8799,0.02,True,True
TX,SAN AUGUSTINE,20121,194.27,2012,Texas,8789,0.02,True,True
TX,SAN AUGUSTINE,20122,177.14999999999995,2012,Texas,8789,0.02,True,True
TX,SAN AUGUSTINE,20123,214.94000000000003,2012,Texas,8789,0.02,True,True
TX,SAN AUGUSTINE,20124,231.23000000000008,2012,Texas,8789,0.03,True,True
TX,SAN AUGUSTINE,20125,208.57000000000016,2012,Texas,8789,0.02,True,True
TX,SAN AUGUSTINE,20126,227.94000000000008,2012,Texas,8789,0.03,True,True
TX,SAN AUGUSTINE,20127,205.48000000000005,2012,Texas,8789,0.02,True,True
TX,SAN AUGUSTINE,20128,220.09000000000012,2012,Texas,8789,0.03,True,True
TX,SAN AUGUSTINE,20129,203.67000000000004,2012,Texas,8789,0.02,True,True
TX,SAN AUGUSTINE,200610,163.32000000000014,2006,Texas,9128,0.02,True,False
TX,SAN AUGUSTINE,200611,138.91000000000003,2006,Texas,9128,0.02,True,False
TX,SAN AUGUSTINE,200612,153.4000000000001,2006,Texas,9128,0.02,True,False
TX,SAN AUGUSTINE,200710,143.12,2007,Texas,9048,0.02,True,True
TX,SAN AUGUSTINE,200711,146.79999999999995,2007,Texas,9048,0.02,True,True
TX,SAN AUGUSTINE,200712,148.93,2007,Texas,9048,0.02,True,True
TX,SAN AUGUSTINE,200810,170.5,2008,Texas,9039,0.02,True,True
TX,SAN AUGUSTINE,200811,185.63000000000005,2008,Texas,9039,0.02,True,True
TX,SAN AUGUSTINE,200812,152.4599999999999,2008,Texas,9039,0.02,True,True
TX,SAN AUGUSTINE,200910,172.83000000000004,2009,Texas,8938,0.02,True,True
TX,SAN AUGUSTINE,200911,154.45000000000005,2009,Texas,8938,0.02,True,True
TX,SAN AUGUSTINE,200912,171.12000000000006,2009,Texas,8938,0.02,True,True
TX,SAN AUGUSTINE,201010,183.5900000000001,2010,Texas,8865,0.02,True,True
TX,SAN AUGUSTINE,201011,220.84,2010,Texas,8865,0.02,True,True
TX,SAN AUGUSTINE,201012,231.8100000000001,2010,Texas,8865,0.03,True,True
TX,SAN AUGUSTINE,201110,240.74000000000007,2011,Texas,8799,0.03,True,True
TX,SAN AUGUSTINE,201111,218.47,2011,Texas,8799,0.02,True,True
TX,SAN AUGUSTINE,201112,236.77000000000007,2011,Texas,8799,0.03,True,True
TX,SAN AUGUSTINE,201210,211.13000000000008,2012,Texas,8789,0.02,True,True
TX,SAN AUGUSTINE,201211,228.02000000000007,2012,Texas,8789,0.03,True,True
TX,SAN AUGUSTINE,201212,214.75,2012,Texas,8789,0.02,True,True
TX,SAN JACINTO,20061,227.5700000000001,2006,Texas,25151,0.01,True,False
TX,SAN JACINTO,20062,258.12,2006,Texas,25151,0.01,True,False
TX,SAN JACINTO,20063,249.55000000000007,2006,Texas,25151,0.01,True,False
TX,SAN JACINTO,20064,271.6699999999999,2006,Texas,25151,0.01,True,False
TX,SAN JACINTO,20065,275.54,2006,Texas,25151,0.01,True,False
TX,SAN JACINTO,20066,417.03999999999985,2006,Texas,25151,0.02,True,False
TX,SAN JACINTO,20067,174.98000000000005,2006,Texas,25151,0.01,True,False
TX,SAN JACINTO,20068,316.82999999999987,2006,Texas,25151,0.01,True,False
TX,SAN JACINTO,20069,200.51000000000008,2006,Texas,25151,0.01,True,False
TX,SAN JACINTO,20071,225.9500000000001,2007,Texas,25719,0.01,True,True
TX,SAN JACINTO,20072,226.40000000000006,2007,Texas,25719,0.01,True,True
TX,SAN JACINTO,20073,239.22000000000003,2007,Texas,25719,0.01,True,True
TX,SAN JACINTO,20074,195.16000000000003,2007,Texas,25719,0.01,True,True
TX,SAN JACINTO,20075,216.55000000000007,2007,Texas,25719,0.01,True,True
TX,SAN JACINTO,20076,212.25000000000009,2007,Texas,25719,0.01,True,True
TX,SAN JACINTO,20077,241.57000000000008,2007,Texas,25719,0.01,True,True
TX,SAN JACINTO,20078,223.39000000000007,2007,Texas,25719,0.01,True,True
TX,SAN JACINTO,20079,185.44000000000008,2007,Texas,25719,0.01,True,True
TX,SAN JACINTO,20081,194.23000000000005,2008,Texas,25889,0.01,True,True
TX,SAN JACINTO,20082,187.49000000000007,2008,Texas,25889,0.01,True,True
TX,SAN JACINTO,20083,220.26,2008,Texas,25889,0.01,True,True
TX,SAN JACINTO,20084,218.15000000000006,2008,Texas,25889,0.01,True,True
TX,SAN JACINTO,20085,242.77000000000007,2008,Texas,25889,0.01,True,True
TX,SAN JACINTO,20086,218.04000000000005,2008,Texas,25889,0.01,True,True
TX,SAN JACINTO,20087,231.05000000000013,2008,Texas,25889,0.01,True,True
TX,SAN JACINTO,20088,237.1700000000002,2008,Texas,25889,0.01,True,True
TX,SAN JACINTO,20089,210.19000000000008,2008,Texas,25889,0.01,True,True
TX,SAN JACINTO,20091,227.24000000000007,2009,Texas,26086,0.01,True,True
TX,SAN JACINTO,20092,223.10000000000008,2009,Texas,26086,0.01,True,True
TX,SAN JACINTO,20093,262.55000000000007,2009,Texas,26086,0.01,True,True
TX,SAN JACINTO,20094,239.3100000000001,2009,Texas,26086,0.01,True,True
TX,SAN JACINTO,20095,264.71,2009,Texas,26086,0.01,True,True
TX,SAN JACINTO,20096,274.26,2009,Texas,26086,0.01,True,True
TX,SAN JACINTO,20097,249.24000000000012,2009,Texas,26086,0.01,True,True
TX,SAN JACINTO,20098,239.7900000000002,2009,Texas,26086,0.01,True,True
TX,SAN JACINTO,20099,248.27000000000007,2009,Texas,26086,0.01,True,True
TX,SAN JACINTO,20101,324.36999999999983,2010,Texas,26384,0.01,True,True
TX,SAN JACINTO,20102,207.17000000000007,2010,Texas,26384,0.01,True,True
TX,SAN JACINTO,20103,246.94000000000008,2010,Texas,26384,0.01,True,True
TX,SAN JACINTO,20104,256.2700000000001,2010,Texas,26384,0.01,True,True
TX,SAN JACINTO,20105,222.58000000000004,2010,Texas,26384,0.01,True,True
TX,SAN JACINTO,20106,251.60000000000016,2010,Texas,26384,0.01,True,True
TX,SAN JACINTO,20107,245.5300000000001,2010,Texas,26384,0.01,True,True
TX,SAN JACINTO,20108,266.22,2010,Texas,26384,0.01,True,True
TX,SAN JACINTO,20109,250.60000000000008,2010,Texas,26384,0.01,True,True
TX,SAN JACINTO,20111,231.39,2011,Texas,26780,0.01,True,True
TX,SAN JACINTO,20112,206.7500000000001,2011,Texas,26780,0.01,True,True
TX,SAN JACINTO,20113,246.64000000000007,2011,Texas,26780,0.01,True,True
TX,SAN JACINTO,20114,234.2500000000001,2011,Texas,26780,0.01,True,True
TX,SAN JACINTO,20115,237.6200000000001,2011,Texas,26780,0.01,True,True
TX,SAN JACINTO,20116,267.45000000000005,2011,Texas,26780,0.01,True,True
TX,SAN JACINTO,20117,252.8700000000001,2011,Texas,26780,0.01,True,True
TX,SAN JACINTO,20118,265.18999999999994,2011,Texas,26780,0.01,True,True
TX,SAN JACINTO,20119,349.26999999999987,2011,Texas,26780,0.01,True,True
TX,SAN JACINTO,20121,239.3400000000001,2012,Texas,26942,0.01,True,True
TX,SAN JACINTO,20122,219.47000000000008,2012,Texas,26942,0.01,True,True
TX,SAN JACINTO,20123,246.36000000000016,2012,Texas,26942,0.01,True,True
TX,SAN JACINTO,20124,219.35000000000008,2012,Texas,26942,0.01,True,True
TX,SAN JACINTO,20125,184.2800000000001,2012,Texas,26942,0.01,True,True
TX,SAN JACINTO,20126,223.25000000000003,2012,Texas,26942,0.01,True,True
TX,SAN JACINTO,20127,228.37000000000003,2012,Texas,26942,0.01,True,True
TX,SAN JACINTO,20128,216.46000000000004,2012,Texas,26942,0.01,True,True
TX,SAN JACINTO,20129,279.45000000000005,2012,Texas,26942,0.01,True,True
TX,SAN JACINTO,200610,304.2399999999999,2006,Texas,25151,0.01,True,False
TX,SAN JACINTO,200611,218.67999999999995,2006,Texas,25151,0.01,True,False
TX,SAN JACINTO,200612,211.05000000000007,2006,Texas,25151,0.01,True,False
TX,SAN JACINTO,200710,244.49000000000015,2007,Texas,25719,0.01,True,True
TX,SAN JACINTO,200711,281.14,2007,Texas,25719,0.01,True,True
TX,SAN JACINTO,200712,183.3400000000001,2007,Texas,25719,0.01,True,True
TX,SAN JACINTO,200810,235.3800000000001,2008,Texas,25889,0.01,True,True
TX,SAN JACINTO,200811,203.73000000000008,2008,Texas,25889,0.01,True,True
TX,SAN JACINTO,200812,284.42999999999995,2008,Texas,25889,0.01,True,True
TX,SAN JACINTO,200910,263.75,2009,Texas,26086,0.01,True,True
TX,SAN JACINTO,200911,209.33999999999997,2009,Texas,26086,0.01,True,True
TX,SAN JACINTO,200912,272.38000000000005,2009,Texas,26086,0.01,True,True
TX,SAN JACINTO,201010,249.73000000000005,2010,Texas,26384,0.01,True,True
TX,SAN JACINTO,201011,219.24000000000004,2010,Texas,26384,0.01,True,True
TX,SAN JACINTO,201012,253.0,2010,Texas,26384,0.01,True,True
TX,SAN JACINTO,201110,200.44000000000003,2011,Texas,26780,0.01,True,True
TX,SAN JACINTO,201111,206.21000000000004,2011,Texas,26780,0.01,True,True
TX,SAN JACINTO,201112,216.71,2011,Texas,26780,0.01,True,True
TX,SAN JACINTO,201210,241.67000000000007,2012,Texas,26942,0.01,True,True
TX,SAN JACINTO,201211,214.24000000000007,2012,Texas,26942,0.01,True,True
TX,SAN JACINTO,201212,187.00000000000003,2012,Texas,26942,0.01,True,True
TX,SAN PATRICIO,20061,761.3399999999997,2006,Texas,67022,0.01,True,False
TX,SAN PATRICIO,20062,550.3999999999992,2006,Texas,67022,0.01,True,False
TX,SAN PATRICIO,20063,824.2700000000003,2006,Texas,67022,0.01,True,False
TX,SAN PATRICIO,20064,1301.99,2006,Texas,67022,0.02,True,False
TX,SAN PATRICIO,20065,886.1099999999988,2006,Texas,67022,0.01,True,False
TX,SAN PATRICIO,20066,1020.98,2006,Texas,67022,0.02,True,False
TX,SAN PATRICIO,20067,907.1599999999997,2006,Texas,67022,0.01,True,False
TX,SAN PATRICIO,20068,982.4800000000006,2006,Texas,67022,0.01,True,False
TX,SAN PATRICIO,20069,1011.3199999999989,2006,Texas,67022,0.02,True,False
TX,SAN PATRICIO,20071,1237.3699999999994,2007,Texas,66723,0.02,True,True
TX,SAN PATRICIO,20072,1156.689999999999,2007,Texas,66723,0.02,True,True
TX,SAN PATRICIO,20073,1241.3899999999967,2007,Texas,66723,0.02,True,True
TX,SAN PATRICIO,20074,1284.3899999999967,2007,Texas,66723,0.02,True,True
TX,SAN PATRICIO,20075,1438.9099999999985,2007,Texas,66723,0.02,True,True
TX,SAN PATRICIO,20076,1383.3199999999977,2007,Texas,66723,0.02,True,True
TX,SAN PATRICIO,20077,1420.5999999999985,2007,Texas,66723,0.02,True,True
TX,SAN PATRICIO,20078,1640.3499999999967,2007,Texas,66723,0.02,True,True
TX,SAN PATRICIO,20079,1311.1999999999987,2007,Texas,66723,0.02,True,True
TX,SAN PATRICIO,20081,1630.7799999999947,2008,Texas,66417,0.02,True,True
TX,SAN PATRICIO,20082,1523.269999999997,2008,Texas,66417,0.02,True,True
TX,SAN PATRICIO,20083,1594.0899999999942,2008,Texas,66417,0.02,True,True
TX,SAN PATRICIO,20084,1376.4299999999987,2008,Texas,66417,0.02,True,True
TX,SAN PATRICIO,20085,1300.5499999999975,2008,Texas,66417,0.02,True,True
TX,SAN PATRICIO,20086,1243.9499999999987,2008,Texas,66417,0.02,True,True
TX,SAN PATRICIO,20087,1414.8999999999974,2008,Texas,66417,0.02,True,True
TX,SAN PATRICIO,20088,1228.649999999999,2008,Texas,66417,0.02,True,True
TX,SAN PATRICIO,20089,1347.0799999999965,2008,Texas,66417,0.02,True,True
TX,SAN PATRICIO,20091,1235.649999999998,2009,Texas,65751,0.02,True,True
TX,SAN PATRICIO,20092,1228.8099999999981,2009,Texas,65751,0.02,True,True
TX,SAN PATRICIO,20093,1406.999999999997,2009,Texas,65751,0.02,True,True
TX,SAN PATRICIO,20094,1228.4499999999991,2009,Texas,65751,0.02,True,True
TX,SAN PATRICIO,20095,1340.539999999998,2009,Texas,65751,0.02,True,True
TX,SAN PATRICIO,20096,1269.579999999997,2009,Texas,65751,0.02,True,True
TX,SAN PATRICIO,20097,1365.919999999998,2009,Texas,65751,0.02,True,True
TX,SAN PATRICIO,20098,1322.9299999999976,2009,Texas,65751,0.02,True,True
TX,SAN PATRICIO,20099,1394.0299999999975,2009,Texas,65751,0.02,True,True
TX,SAN PATRICIO,20101,1291.8699999999972,2010,Texas,64804,0.02,True,True
TX,SAN PATRICIO,20102,1396.1899999999955,2010,Texas,64804,0.02,True,True
TX,SAN PATRICIO,20103,1691.559999999997,2010,Texas,64804,0.03,True,True
TX,SAN PATRICIO,20104,1570.1199999999958,2010,Texas,64804,0.02,True,True
TX,SAN PATRICIO,20105,1441.1399999999985,2010,Texas,64804,0.02,True,True
TX,SAN PATRICIO,20106,1581.4299999999955,2010,Texas,64804,0.02,True,True
TX,SAN PATRICIO,20107,1288.7999999999975,2010,Texas,64804,0.02,True,True
TX,SAN PATRICIO,20108,1485.1899999999964,2010,Texas,64804,0.02,True,True
TX,SAN PATRICIO,20109,1518.6099999999967,2010,Texas,64804,0.02,True,True
TX,SAN PATRICIO,20111,1459.4999999999966,2011,Texas,64458,0.02,True,True
TX,SAN PATRICIO,20112,1392.8599999999976,2011,Texas,64458,0.02,True,True
TX,SAN PATRICIO,20113,1715.389999999995,2011,Texas,64458,0.03,True,True
TX,SAN PATRICIO,20114,1501.7699999999966,2011,Texas,64458,0.02,True,True
TX,SAN PATRICIO,20115,1691.4499999999966,2011,Texas,64458,0.03,True,True
TX,SAN PATRICIO,20116,1517.749999999997,2011,Texas,64458,0.02,True,True
TX,SAN PATRICIO,20117,1419.0099999999966,2011,Texas,64458,0.02,True,True
TX,SAN PATRICIO,20118,1603.3999999999976,2011,Texas,64458,0.02,True,True
TX,SAN PATRICIO,20119,1625.469999999995,2011,Texas,64458,0.03,True,True
TX,SAN PATRICIO,20121,1560.4899999999966,2012,Texas,65260,0.02,True,True
TX,SAN PATRICIO,20122,1603.979999999995,2012,Texas,65260,0.02,True,True
TX,SAN PATRICIO,20123,1570.0199999999973,2012,Texas,65260,0.02,True,True
TX,SAN PATRICIO,20124,1499.9599999999955,2012,Texas,65260,0.02,True,True
TX,SAN PATRICIO,20125,1636.509999999997,2012,Texas,65260,0.03,True,True
TX,SAN PATRICIO,20126,1550.2299999999948,2012,Texas,65260,0.02,True,True
TX,SAN PATRICIO,20127,1669.5199999999952,2012,Texas,65260,0.03,True,True
TX,SAN PATRICIO,20128,1724.4099999999942,2012,Texas,65260,0.03,True,True
TX,SAN PATRICIO,20129,1511.3199999999977,2012,Texas,65260,0.02,True,True
TX,SAN PATRICIO,200610,1547.1199999999972,2006,Texas,67022,0.02,True,False
TX,SAN PATRICIO,200611,1116.0799999999983,2006,Texas,67022,0.02,True,False
TX,SAN PATRICIO,200612,1068.58,2006,Texas,67022,0.02,True,False
TX,SAN PATRICIO,200710,1506.2199999999955,2007,Texas,66723,0.02,True,True
TX,SAN PATRICIO,200711,1464.499999999997,2007,Texas,66723,0.02,True,True
TX,SAN PATRICIO,200712,1460.889999999997,2007,Texas,66723,0.02,True,True
TX,SAN PATRICIO,200810,1300.4499999999969,2008,Texas,66417,0.02,True,True
TX,SAN PATRICIO,200811,1104.5699999999986,2008,Texas,66417,0.02,True,True
TX,SAN PATRICIO,200812,1515.8299999999967,2008,Texas,66417,0.02,True,True
TX,SAN PATRICIO,200910,1490.9499999999973,2009,Texas,65751,0.02,True,True
TX,SAN PATRICIO,200911,1272.839999999998,2009,Texas,65751,0.02,True,True
TX,SAN PATRICIO,200912,1438.4399999999966,2009,Texas,65751,0.02,True,True
TX,SAN PATRICIO,201010,1471.8699999999967,2010,Texas,64804,0.02,True,True
TX,SAN PATRICIO,201011,1506.7499999999948,2010,Texas,64804,0.02,True,True
TX,SAN PATRICIO,201012,1656.6999999999973,2010,Texas,64804,0.03,True,True
TX,SAN PATRICIO,201110,1713.3699999999958,2011,Texas,64458,0.03,True,True
TX,SAN PATRICIO,201111,1475.019999999997,2011,Texas,64458,0.02,True,True
TX,SAN PATRICIO,201112,1677.6499999999949,2011,Texas,64458,0.03,True,True
TX,SAN PATRICIO,201210,1771.949999999994,2012,Texas,65260,0.03,True,True
TX,SAN PATRICIO,201211,1680.5899999999954,2012,Texas,65260,0.03,True,True
TX,SAN PATRICIO,201212,1645.4799999999948,2012,Texas,65260,0.03,True,True
TX,SAN SABA,20061,58.91000000000001,2006,Texas,5985,0.01,True,False
TX,SAN SABA,20062,37.99,2006,Texas,5985,0.01,True,False
TX,SAN SABA,20063,72.89,2006,Texas,5985,0.01,True,False
TX,SAN SABA,20064,51.18000000000001,2006,Texas,5985,0.01,True,False
TX,SAN SABA,20065,87.33999999999997,2006,Texas,5985,0.01,True,False
TX,SAN SABA,20066,53.84,2006,Texas,5985,0.01,True,False
TX,SAN SABA,20067,56.91,2006,Texas,5985,0.01,True,False
TX,SAN SABA,20068,61.86000000000002,2006,Texas,5985,0.01,True,False
TX,SAN SABA,20069,62.990000000000016,2006,Texas,5985,0.01,True,False
TX,SAN SABA,20071,50.63999999999999,2007,Texas,5985,0.01,True,True
TX,SAN SABA,20072,56.72,2007,Texas,5985,0.01,True,True
TX,SAN SABA,20073,62.64,2007,Texas,5985,0.01,True,True
TX,SAN SABA,20074,44.92,2007,Texas,5985,0.01,True,True
TX,SAN SABA,20075,62.290000000000006,2007,Texas,5985,0.01,True,True
TX,SAN SABA,20076,68.28999999999999,2007,Texas,5985,0.01,True,True
TX,SAN SABA,20077,67.96000000000001,2007,Texas,5985,0.01,True,True
TX,SAN SABA,20078,82.65,2007,Texas,5985,0.01,True,True
TX,SAN SABA,20079,51.3,2007,Texas,5985,0.01,True,True
TX,SAN SABA,20081,56.06,2008,Texas,5965,0.01,True,True
TX,SAN SABA,20082,57.71,2008,Texas,5965,0.01,True,True
TX,SAN SABA,20083,36.92000000000001,2008,Texas,5965,0.01,True,True
TX,SAN SABA,20084,54.16,2008,Texas,5965,0.01,True,True
TX,SAN SABA,20085,50.46,2008,Texas,5965,0.01,True,True
TX,SAN SABA,20086,55.36000000000002,2008,Texas,5965,0.01,True,True
TX,SAN SABA,20087,72.52000000000002,2008,Texas,5965,0.01,True,True
TX,SAN SABA,20088,67.80000000000001,2008,Texas,5965,0.01,True,True
TX,SAN SABA,20089,77.21000000000002,2008,Texas,5965,0.01,True,True
TX,SAN SABA,20091,76.21,2009,Texas,6026,0.01,True,True
TX,SAN SABA,20092,83.4,2009,Texas,6026,0.01,True,True
TX,SAN SABA,20093,100.05000000000004,2009,Texas,6026,0.02,True,True
TX,SAN SABA,20094,48.68000000000001,2009,Texas,6026,0.01,True,True
TX,SAN SABA,20095,121.41,2009,Texas,6026,0.02,True,True
TX,SAN SABA,20096,13.130000000000004,2009,Texas,6026,0.0,True,True
TX,SAN SABA,20097,141.61,2009,Texas,6026,0.02,True,True
TX,SAN SABA,20098,53.38000000000001,2009,Texas,6026,0.01,True,True
TX,SAN SABA,20099,8.73,2009,Texas,6026,0.0,True,True
TX,SAN SABA,20101,45.69000000000001,2010,Texas,6131,0.01,True,True
TX,SAN SABA,20102,57.49,2010,Texas,6131,0.01,True,True
TX,SAN SABA,20103,71.71000000000002,2010,Texas,6131,0.01,True,True
TX,SAN SABA,20104,55.44000000000001,2010,Texas,6131,0.01,True,True
TX,SAN SABA,20105,76.19,2010,Texas,6131,0.01,True,True
TX,SAN SABA,20106,39.65,2010,Texas,6131,0.01,True,True
TX,SAN SABA,20107,83.45999999999998,2010,Texas,6131,0.01,True,True
TX,SAN SABA,20108,60.6,2010,Texas,6131,0.01,True,True
TX,SAN SABA,20109,63.46000000000002,2010,Texas,6131,0.01,True,True
TX,SAN SABA,20111,74.94000000000003,2011,Texas,6047,0.01,True,True
TX,SAN SABA,20112,86.4,2011,Texas,6047,0.01,True,True
TX,SAN SABA,20113,74.81,2011,Texas,6047,0.01,True,True
TX,SAN SABA,20114,75.85000000000002,2011,Texas,6047,0.01,True,True
TX,SAN SABA,20115,87.37,2011,Texas,6047,0.01,True,True
TX,SAN SABA,20116,95.86,2011,Texas,6047,0.02,True,True
TX,SAN SABA,20117,71.8,2011,Texas,6047,0.01,True,True
TX,SAN SABA,20118,86.95,2011,Texas,6047,0.01,True,True
TX,SAN SABA,20119,84.26,2011,Texas,6047,0.01,True,True
