State,Year,TotalOverdose,TotalDeath,OverdoseProp,PolicyState,Post
WA,2006,730,39138,0.018651949511983238,True,False
WA,2007,814,40408,0.020144525836468027,True,False
WA,2008,843,42624,0.01977759009009009,True,False
WA,2009,790,41920,0.018845419847328244,True,False
WA,2010,736,41152,0.017884914463452566,True,False
WA,2011,840,42256,0.019878833775085196,True,False
WA,2012,833,43413,0.01918780088913459,True,True
WA,2013,811,43878,0.01848306668489904,True,True
WA,2014,769,31771,0.0242044631897013,True,True
WA,2015,927,48036,0.019298026480139896,True,True
WI,2003,194,15531,0.012491146738780504,False,False
WI,2004,253,19437,0.013016411997736276,False,False
WI,2005,275,18372,0.014968430219899848,False,False
WI,2006,349,20918,0.0166841954297734,False,False
WI,2007,369,22351,0.016509328441680463,False,False
WI,2008,338,21120,0.016003787878787878,False,False
WI,2009,354,22148,0.015983384504244174,False,False
WI,2010,384,23531,0.016318898474352982,False,False
WI,2011,428,22881,0.018705476159258775,False,False
WI,2012,446,22095,0.020185562344421815,False,False
WI,2013,566,27853,0.020320970811043695,False,False
WI,2014,582,27982,0.020799085126152528,False,False
WI,2015,644,33048,0.019486807068506414,False,False
WV,2003,109,6833,0.01595199765842236,False,False
WV,2004,115,6382,0.018019429645879034,False,False
WV,2005,51,5292,0.00963718820861678,False,False
WV,2006,143,6948,0.020581462291306852,False,False
WV,2007,240,11044,0.02173125679101775,False,False
WV,2008,248,10030,0.02472582253240279,False,False
WV,2009,43,4270,0.010070257611241218,False,False
WV,2010,316,10662,0.029637966610392048,False,False
WV,2011,460,12247,0.037560218829101,False,False
WV,2012,353,11910,0.029638958858102436,False,False
WV,2013,278,8318,0.03342149555181534,False,False
WV,2014,446,13420,0.03323397913561848,False,False
WV,2015,544,15126,0.035964564326325534,False,False
WY,2007,11,737,0.014925373134328358,False,False
WY,2009,26,1343,0.0193596425912137,False,False
WY,2012,27,1377,0.0196078431372549,False,False
WY,2013,29,1448,0.020027624309392266,False,False
WY,2014,41,1721,0.023823358512492735,False,False
WY,2015,36,2014,0.01787487586891758,False,False
