BUYER_STATE,BUYER_COUNTY,YEAR/MONTH,FULL_STATES,MME/CAP,checker,final_checker,PolicyState,Post
KS,HASKELL,20089,Kansas,0.0082,84.0,84,False,True
KS,HASKELL,20091,Kansas,0.0074,84.0,84,False,True
KS,HASKELL,20092,Kansas,0.0123,84.0,84,False,True
KS,HASKELL,20093,Kansas,0.0049,84.0,84,False,True
KS,HASKELL,20094,Kansas,0.0053,84.0,84,False,True
KS,HASKELL,20095,Kansas,0.0058,84.0,84,False,True
KS,HASKELL,20096,Kansas,0.0127,84.0,84,False,True
KS,HASKELL,20097,Kansas,0.005,84.0,84,False,True
KS,HASKELL,20098,Kansas,0.0071,84.0,84,False,True
KS,HASKELL,20099,Kansas,0.0055,84.0,84,False,True
KS,HASKELL,20101,Kansas,0.0135,84.0,84,False,True
KS,HASKELL,20102,Kansas,0.0075,84.0,84,False,True
KS,HASKELL,20103,Kansas,0.0119,84.0,84,False,True
KS,HASKELL,20104,Kansas,0.0068,84.0,84,False,True
KS,HASKELL,20105,Kansas,0.0057,84.0,84,False,True
KS,HASKELL,20106,Kansas,0.0029,84.0,84,False,True
KS,HASKELL,20107,Kansas,0.0083,84.0,84,False,True
KS,HASKELL,20108,Kansas,0.0101,84.0,84,False,True
KS,HASKELL,20109,Kansas,0.0067,84.0,84,False,True
KS,HASKELL,20111,Kansas,0.0065,84.0,84,False,True
KS,HASKELL,20112,Kansas,0.0079,84.0,84,False,True
KS,HASKELL,20113,Kansas,0.0092,84.0,84,False,True
KS,HASKELL,20114,Kansas,0.0115,84.0,84,False,True
KS,HASKELL,20115,Kansas,0.0149,84.0,84,False,True
KS,HASKELL,20116,Kansas,0.0161,84.0,84,False,True
KS,HASKELL,20117,Kansas,0.0144,84.0,84,False,True
KS,HASKELL,20118,Kansas,0.0128,84.0,84,False,True
KS,HASKELL,20119,Kansas,0.0165,84.0,84,False,True
KS,HASKELL,20121,Kansas,0.0165,84.0,84,False,True
KS,HASKELL,20122,Kansas,0.0108,84.0,84,False,True
KS,HASKELL,20123,Kansas,0.0098,84.0,84,False,True
KS,HASKELL,20124,Kansas,0.0163,84.0,84,False,True
KS,HASKELL,20125,Kansas,0.0199,84.0,84,False,True
KS,HASKELL,20126,Kansas,0.0183,84.0,84,False,True
KS,HASKELL,20127,Kansas,0.0133,84.0,84,False,True
KS,HASKELL,20128,Kansas,0.0213,84.0,84,False,True
KS,HASKELL,20129,Kansas,0.0241,84.0,84,False,True
KS,HASKELL,200610,Kansas,0.0229,84.0,84,False,False
KS,HASKELL,200611,Kansas,0.0078,84.0,84,False,False
KS,HASKELL,200612,Kansas,0.004,84.0,84,False,False
KS,HASKELL,200710,Kansas,0.0055,84.0,84,False,True
KS,HASKELL,200711,Kansas,0.0035,84.0,84,False,True
KS,HASKELL,200712,Kansas,0.0085,84.0,84,False,True
KS,HASKELL,200810,Kansas,0.0068,84.0,84,False,True
KS,HASKELL,200811,Kansas,0.0085,84.0,84,False,True
KS,HASKELL,200812,Kansas,0.0107,84.0,84,False,True
KS,HASKELL,200910,Kansas,0.0098,84.0,84,False,True
KS,HASKELL,200911,Kansas,0.0044,84.0,84,False,True
KS,HASKELL,200912,Kansas,0.0112,84.0,84,False,True
KS,HASKELL,201010,Kansas,0.009,84.0,84,False,True
KS,HASKELL,201011,Kansas,0.0076,84.0,84,False,True
KS,HASKELL,201012,Kansas,0.0123,84.0,84,False,True
KS,HASKELL,201110,Kansas,0.0208,84.0,84,False,True
KS,HASKELL,201111,Kansas,0.0081,84.0,84,False,True
KS,HASKELL,201112,Kansas,0.0111,84.0,84,False,True
KS,HASKELL,201210,Kansas,0.0123,84.0,84,False,True
KS,HASKELL,201211,Kansas,0.0153,84.0,84,False,True
KS,HASKELL,201212,Kansas,0.0132,84.0,84,False,True
KS,HODGEMAN,20061,Kansas,0.0133,84.0,84,False,False
KS,HODGEMAN,20062,Kansas,0.0065,84.0,84,False,False
KS,HODGEMAN,20063,Kansas,0.0059,84.0,84,False,False
KS,HODGEMAN,20064,Kansas,0.01,84.0,84,False,False
KS,HODGEMAN,20065,Kansas,0.0183,84.0,84,False,False
KS,HODGEMAN,20066,Kansas,0.0046,84.0,84,False,False
KS,HODGEMAN,20067,Kansas,0.0063,84.0,84,False,False
KS,HODGEMAN,20068,Kansas,0.0241,84.0,84,False,False
KS,HODGEMAN,20069,Kansas,0.0026,84.0,84,False,False
KS,HODGEMAN,20071,Kansas,0.0097,84.0,84,False,True
KS,HODGEMAN,20072,Kansas,0.0065,84.0,84,False,True
KS,HODGEMAN,20073,Kansas,0.0391,84.0,84,False,True
KS,HODGEMAN,20074,Kansas,0.0163,84.0,84,False,True
KS,HODGEMAN,20075,Kansas,0.0069,84.0,84,False,True
KS,HODGEMAN,20076,Kansas,0.0051,84.0,84,False,True
KS,HODGEMAN,20077,Kansas,0.0079,84.0,84,False,True
KS,HODGEMAN,20078,Kansas,0.0176,84.0,84,False,True
KS,HODGEMAN,20079,Kansas,0.008,84.0,84,False,True
KS,HODGEMAN,20081,Kansas,0.0044,84.0,84,False,True
KS,HODGEMAN,20082,Kansas,0.0091,84.0,84,False,True
KS,HODGEMAN,20083,Kansas,0.0157,84.0,84,False,True
KS,HODGEMAN,20084,Kansas,0.0126,84.0,84,False,True
KS,HODGEMAN,20085,Kansas,0.0072,84.0,84,False,True
KS,HODGEMAN,20086,Kansas,0.0111,84.0,84,False,True
KS,HODGEMAN,20087,Kansas,0.0099,84.0,84,False,True
KS,HODGEMAN,20088,Kansas,0.0137,84.0,84,False,True
KS,HODGEMAN,20089,Kansas,0.0081,84.0,84,False,True
KS,HODGEMAN,20091,Kansas,0.0164,84.0,84,False,True
KS,HODGEMAN,20092,Kansas,0.0109,84.0,84,False,True
KS,HODGEMAN,20093,Kansas,0.0167,84.0,84,False,True
KS,HODGEMAN,20094,Kansas,0.0248,84.0,84,False,True
KS,HODGEMAN,20095,Kansas,0.0103,84.0,84,False,True
KS,HODGEMAN,20096,Kansas,0.0144,84.0,84,False,True
KS,HODGEMAN,20097,Kansas,0.024,84.0,84,False,True
KS,HODGEMAN,20098,Kansas,0.0252,84.0,84,False,True
KS,HODGEMAN,20099,Kansas,0.0291,84.0,84,False,True
KS,HODGEMAN,20101,Kansas,0.0208,84.0,84,False,True
KS,HODGEMAN,20102,Kansas,0.0287,84.0,84,False,True
KS,HODGEMAN,20103,Kansas,0.0365,84.0,84,False,True
KS,HODGEMAN,20104,Kansas,0.0278,84.0,84,False,True
KS,HODGEMAN,20105,Kansas,0.0377,84.0,84,False,True
KS,HODGEMAN,20106,Kansas,0.0213,84.0,84,False,True
KS,HODGEMAN,20107,Kansas,0.0376,84.0,84,False,True
KS,HODGEMAN,20108,Kansas,0.0303,84.0,84,False,True
KS,HODGEMAN,20109,Kansas,0.0479,84.0,84,False,True
KS,HODGEMAN,20111,Kansas,0.0392,84.0,84,False,True
KS,HODGEMAN,20112,Kansas,0.0274,84.0,84,False,True
KS,HODGEMAN,20113,Kansas,0.0427,84.0,84,False,True
KS,HODGEMAN,20114,Kansas,0.0441,84.0,84,False,True
KS,HODGEMAN,20115,Kansas,0.0287,84.0,84,False,True
KS,HODGEMAN,20116,Kansas,0.061,84.0,84,False,True
KS,HODGEMAN,20117,Kansas,0.044,84.0,84,False,True
KS,HODGEMAN,20118,Kansas,0.0485,84.0,84,False,True
KS,HODGEMAN,20119,Kansas,0.0322,84.0,84,False,True
KS,HODGEMAN,20121,Kansas,0.0341,84.0,84,False,True
KS,HODGEMAN,20122,Kansas,0.0223,84.0,84,False,True
KS,HODGEMAN,20123,Kansas,0.034,84.0,84,False,True
KS,HODGEMAN,20124,Kansas,0.0304,84.0,84,False,True
KS,HODGEMAN,20125,Kansas,0.048,84.0,84,False,True
KS,HODGEMAN,20126,Kansas,0.0459,84.0,84,False,True
KS,HODGEMAN,20127,Kansas,0.0293,84.0,84,False,True
KS,HODGEMAN,20128,Kansas,0.029,84.0,84,False,True
KS,HODGEMAN,20129,Kansas,0.0259,84.0,84,False,True
KS,HODGEMAN,200610,Kansas,0.0234,84.0,84,False,False
KS,HODGEMAN,200611,Kansas,0.0051,84.0,84,False,False
KS,HODGEMAN,200612,Kansas,0.0143,84.0,84,False,False
KS,HODGEMAN,200710,Kansas,0.0036,84.0,84,False,True
KS,HODGEMAN,200711,Kansas,0.0124,84.0,84,False,True
KS,HODGEMAN,200712,Kansas,0.0145,84.0,84,False,True
KS,HODGEMAN,200810,Kansas,0.0083,84.0,84,False,True
KS,HODGEMAN,200811,Kansas,0.0089,84.0,84,False,True
KS,HODGEMAN,200812,Kansas,0.025,84.0,84,False,True
KS,HODGEMAN,200910,Kansas,0.0398,84.0,84,False,True
KS,HODGEMAN,200911,Kansas,0.0224,84.0,84,False,True
KS,HODGEMAN,200912,Kansas,0.0329,84.0,84,False,True
KS,HODGEMAN,201010,Kansas,0.0357,84.0,84,False,True
KS,HODGEMAN,201011,Kansas,0.0336,84.0,84,False,True
KS,HODGEMAN,201012,Kansas,0.0333,84.0,84,False,True
KS,HODGEMAN,201110,Kansas,0.0432,84.0,84,False,True
KS,HODGEMAN,201111,Kansas,0.0154,84.0,84,False,True
KS,HODGEMAN,201112,Kansas,0.0327,84.0,84,False,True
KS,HODGEMAN,201210,Kansas,0.0344,84.0,84,False,True
KS,HODGEMAN,201211,Kansas,0.0387,84.0,84,False,True
KS,HODGEMAN,201212,Kansas,0.0265,84.0,84,False,True
KS,JACKSON,20061,Kansas,0.0074,84.0,84,False,False
KS,JACKSON,20062,Kansas,0.0073,84.0,84,False,False
KS,JACKSON,20063,Kansas,0.0066,84.0,84,False,False
KS,JACKSON,20064,Kansas,0.0073,84.0,84,False,False
KS,JACKSON,20065,Kansas,0.0082,84.0,84,False,False
KS,JACKSON,20066,Kansas,0.0068,84.0,84,False,False
KS,JACKSON,20067,Kansas,0.0121,84.0,84,False,False
KS,JACKSON,20068,Kansas,0.0105,84.0,84,False,False
KS,JACKSON,20069,Kansas,0.0055,84.0,84,False,False
KS,JACKSON,20071,Kansas,0.0082,84.0,84,False,True
KS,JACKSON,20072,Kansas,0.0056,84.0,84,False,True
KS,JACKSON,20073,Kansas,0.0063,84.0,84,False,True
KS,JACKSON,20074,Kansas,0.0059,84.0,84,False,True
KS,JACKSON,20075,Kansas,0.008,84.0,84,False,True
KS,JACKSON,20076,Kansas,0.008,84.0,84,False,True
KS,JACKSON,20077,Kansas,0.0082,84.0,84,False,True
KS,JACKSON,20078,Kansas,0.0085,84.0,84,False,True
KS,JACKSON,20079,Kansas,0.0067,84.0,84,False,True
KS,JACKSON,20081,Kansas,0.0115,84.0,84,False,True
KS,JACKSON,20082,Kansas,0.0087,84.0,84,False,True
KS,JACKSON,20083,Kansas,0.0098,84.0,84,False,True
KS,JACKSON,20084,Kansas,0.0109,84.0,84,False,True
KS,JACKSON,20085,Kansas,0.0114,84.0,84,False,True
KS,JACKSON,20086,Kansas,0.0067,84.0,84,False,True
KS,JACKSON,20087,Kansas,0.0098,84.0,84,False,True
KS,JACKSON,20088,Kansas,0.0101,84.0,84,False,True
KS,JACKSON,20089,Kansas,0.0113,84.0,84,False,True
KS,JACKSON,20091,Kansas,0.0112,84.0,84,False,True
KS,JACKSON,20092,Kansas,0.0157,84.0,84,False,True
KS,JACKSON,20093,Kansas,0.009,84.0,84,False,True
KS,JACKSON,20094,Kansas,0.01,84.0,84,False,True
KS,JACKSON,20095,Kansas,0.0113,84.0,84,False,True
KS,JACKSON,20096,Kansas,0.0113,84.0,84,False,True
KS,JACKSON,20097,Kansas,0.0117,84.0,84,False,True
KS,JACKSON,20098,Kansas,0.0082,84.0,84,False,True
KS,JACKSON,20099,Kansas,0.0111,84.0,84,False,True
KS,JACKSON,20101,Kansas,0.0116,84.0,84,False,True
KS,JACKSON,20102,Kansas,0.0101,84.0,84,False,True
KS,JACKSON,20103,Kansas,0.0102,84.0,84,False,True
KS,JACKSON,20104,Kansas,0.0091,84.0,84,False,True
KS,JACKSON,20105,Kansas,0.0105,84.0,84,False,True
KS,JACKSON,20106,Kansas,0.0092,84.0,84,False,True
KS,JACKSON,20107,Kansas,0.0108,84.0,84,False,True
KS,JACKSON,20108,Kansas,0.0114,84.0,84,False,True
KS,JACKSON,20109,Kansas,0.012,84.0,84,False,True
KS,JACKSON,20111,Kansas,0.0118,84.0,84,False,True
KS,JACKSON,20112,Kansas,0.0102,84.0,84,False,True
KS,JACKSON,20113,Kansas,0.013,84.0,84,False,True
KS,JACKSON,20114,Kansas,0.0143,84.0,84,False,True
KS,JACKSON,20115,Kansas,0.012,84.0,84,False,True
KS,JACKSON,20116,Kansas,0.0146,84.0,84,False,True
KS,JACKSON,20117,Kansas,0.012,84.0,84,False,True
KS,JACKSON,20118,Kansas,0.0135,84.0,84,False,True
KS,JACKSON,20119,Kansas,0.0147,84.0,84,False,True
KS,JACKSON,20121,Kansas,0.0137,84.0,84,False,True
KS,JACKSON,20122,Kansas,0.0171,84.0,84,False,True
KS,JACKSON,20123,Kansas,0.0141,84.0,84,False,True
KS,JACKSON,20124,Kansas,0.0189,84.0,84,False,True
KS,JACKSON,20125,Kansas,0.0205,84.0,84,False,True
KS,JACKSON,20126,Kansas,0.0196,84.0,84,False,True
KS,JACKSON,20127,Kansas,0.0189,84.0,84,False,True
KS,JACKSON,20128,Kansas,0.0254,84.0,84,False,True
KS,JACKSON,20129,Kansas,0.0141,84.0,84,False,True
KS,JACKSON,200610,Kansas,0.0065,84.0,84,False,False
KS,JACKSON,200611,Kansas,0.0081,84.0,84,False,False
KS,JACKSON,200612,Kansas,0.0056,84.0,84,False,False
KS,JACKSON,200710,Kansas,0.0094,84.0,84,False,True
KS,JACKSON,200711,Kansas,0.0086,84.0,84,False,True
KS,JACKSON,200712,Kansas,0.0073,84.0,84,False,True
KS,JACKSON,200810,Kansas,0.0104,84.0,84,False,True
KS,JACKSON,200811,Kansas,0.0086,84.0,84,False,True
KS,JACKSON,200812,Kansas,0.0124,84.0,84,False,True
KS,JACKSON,200910,Kansas,0.0102,84.0,84,False,True
KS,JACKSON,200911,Kansas,0.0081,84.0,84,False,True
KS,JACKSON,200912,Kansas,0.0095,84.0,84,False,True
KS,JACKSON,201010,Kansas,0.0103,84.0,84,False,True
KS,JACKSON,201011,Kansas,0.013,84.0,84,False,True
KS,JACKSON,201012,Kansas,0.0135,84.0,84,False,True
KS,JACKSON,201110,Kansas,0.0161,84.0,84,False,True
KS,JACKSON,201111,Kansas,0.0131,84.0,84,False,True
KS,JACKSON,201112,Kansas,0.0168,84.0,84,False,True
KS,JACKSON,201210,Kansas,0.0188,84.0,84,False,True
KS,JACKSON,201211,Kansas,0.0229,84.0,84,False,True
KS,JACKSON,201212,Kansas,0.0174,84.0,84,False,True
KS,JEFFERSON,20061,Kansas,0.0051,84.0,84,False,False
KS,JEFFERSON,20062,Kansas,0.0049,84.0,84,False,False
KS,JEFFERSON,20063,Kansas,0.005,84.0,84,False,False
KS,JEFFERSON,20064,Kansas,0.0031,84.0,84,False,False
KS,JEFFERSON,20065,Kansas,0.005,84.0,84,False,False
KS,JEFFERSON,20066,Kansas,0.0059,84.0,84,False,False
KS,JEFFERSON,20067,Kansas,0.0062,84.0,84,False,False
KS,JEFFERSON,20068,Kansas,0.0039,84.0,84,False,False
KS,JEFFERSON,20069,Kansas,0.0093,84.0,84,False,False
KS,JEFFERSON,20071,Kansas,0.0073,84.0,84,False,True
KS,JEFFERSON,20072,Kansas,0.0071,84.0,84,False,True
KS,JEFFERSON,20073,Kansas,0.0047,84.0,84,False,True
KS,JEFFERSON,20074,Kansas,0.0073,84.0,84,False,True
KS,JEFFERSON,20075,Kansas,0.0061,84.0,84,False,True
KS,JEFFERSON,20076,Kansas,0.0064,84.0,84,False,True
KS,JEFFERSON,20077,Kansas,0.0104,84.0,84,False,True
KS,JEFFERSON,20078,Kansas,0.006,84.0,84,False,True
KS,JEFFERSON,20079,Kansas,0.0066,84.0,84,False,True
KS,JEFFERSON,20081,Kansas,0.0072,84.0,84,False,True
KS,JEFFERSON,20082,Kansas,0.006,84.0,84,False,True
KS,JEFFERSON,20083,Kansas,0.0057,84.0,84,False,True
KS,JEFFERSON,20084,Kansas,0.0076,84.0,84,False,True
KS,JEFFERSON,20085,Kansas,0.0044,84.0,84,False,True
KS,JEFFERSON,20086,Kansas,0.0069,84.0,84,False,True
KS,JEFFERSON,20087,Kansas,0.0081,84.0,84,False,True
KS,JEFFERSON,20088,Kansas,0.0078,84.0,84,False,True
KS,JEFFERSON,20089,Kansas,0.0088,84.0,84,False,True
KS,JEFFERSON,20091,Kansas,0.0124,84.0,84,False,True
KS,JEFFERSON,20092,Kansas,0.0105,84.0,84,False,True
KS,JEFFERSON,20093,Kansas,0.0097,84.0,84,False,True
KS,JEFFERSON,20094,Kansas,0.0087,84.0,84,False,True
KS,JEFFERSON,20095,Kansas,0.0101,84.0,84,False,True
KS,JEFFERSON,20096,Kansas,0.01,84.0,84,False,True
KS,JEFFERSON,20097,Kansas,0.0104,84.0,84,False,True
KS,JEFFERSON,20098,Kansas,0.0085,84.0,84,False,True
KS,JEFFERSON,20099,Kansas,0.0082,84.0,84,False,True
KS,JEFFERSON,20101,Kansas,0.0076,84.0,84,False,True
KS,JEFFERSON,20102,Kansas,0.0086,84.0,84,False,True
KS,JEFFERSON,20103,Kansas,0.0094,84.0,84,False,True
KS,JEFFERSON,20104,Kansas,0.0088,84.0,84,False,True
KS,JEFFERSON,20105,Kansas,0.0085,84.0,84,False,True
KS,JEFFERSON,20106,Kansas,0.0104,84.0,84,False,True
KS,JEFFERSON,20107,Kansas,0.0109,84.0,84,False,True
KS,JEFFERSON,20108,Kansas,0.0094,84.0,84,False,True
KS,JEFFERSON,20109,Kansas,0.0086,84.0,84,False,True
KS,JEFFERSON,20111,Kansas,0.0101,84.0,84,False,True
KS,JEFFERSON,20112,Kansas,0.0113,84.0,84,False,True
KS,JEFFERSON,20113,Kansas,0.0118,84.0,84,False,True
KS,JEFFERSON,20114,Kansas,0.0117,84.0,84,False,True
KS,JEFFERSON,20115,Kansas,0.0136,84.0,84,False,True
KS,JEFFERSON,20116,Kansas,0.0105,84.0,84,False,True
KS,JEFFERSON,20117,Kansas,0.0099,84.0,84,False,True
KS,JEFFERSON,20118,Kansas,0.0117,84.0,84,False,True
KS,JEFFERSON,20119,Kansas,0.0099,84.0,84,False,True
KS,JEFFERSON,20121,Kansas,0.0093,84.0,84,False,True
KS,JEFFERSON,20122,Kansas,0.0119,84.0,84,False,True
KS,JEFFERSON,20123,Kansas,0.0101,84.0,84,False,True
KS,JEFFERSON,20124,Kansas,0.0114,84.0,84,False,True
KS,JEFFERSON,20125,Kansas,0.0114,84.0,84,False,True
KS,JEFFERSON,20126,Kansas,0.0127,84.0,84,False,True
KS,JEFFERSON,20127,Kansas,0.0135,84.0,84,False,True
KS,JEFFERSON,20128,Kansas,0.0123,84.0,84,False,True
KS,JEFFERSON,20129,Kansas,0.0093,84.0,84,False,True
KS,JEFFERSON,200610,Kansas,0.0061,84.0,84,False,False
KS,JEFFERSON,200611,Kansas,0.0081,84.0,84,False,False
KS,JEFFERSON,200612,Kansas,0.007,84.0,84,False,False
KS,JEFFERSON,200710,Kansas,0.0066,84.0,84,False,True
KS,JEFFERSON,200711,Kansas,0.0055,84.0,84,False,True
KS,JEFFERSON,200712,Kansas,0.0074,84.0,84,False,True
KS,JEFFERSON,200810,Kansas,0.0088,84.0,84,False,True
KS,JEFFERSON,200811,Kansas,0.0082,84.0,84,False,True
KS,JEFFERSON,200812,Kansas,0.0086,84.0,84,False,True
KS,JEFFERSON,200910,Kansas,0.0078,84.0,84,False,True
KS,JEFFERSON,200911,Kansas,0.0074,84.0,84,False,True
KS,JEFFERSON,200912,Kansas,0.0094,84.0,84,False,True
KS,JEFFERSON,201010,Kansas,0.0097,84.0,84,False,True
KS,JEFFERSON,201011,Kansas,0.0094,84.0,84,False,True
KS,JEFFERSON,201012,Kansas,0.0095,84.0,84,False,True
KS,JEFFERSON,201110,Kansas,0.0136,84.0,84,False,True
KS,JEFFERSON,201111,Kansas,0.0115,84.0,84,False,True
KS,JEFFERSON,201112,Kansas,0.0133,84.0,84,False,True
KS,JEFFERSON,201210,Kansas,0.0152,84.0,84,False,True
KS,JEFFERSON,201211,Kansas,0.0144,84.0,84,False,True
KS,JEFFERSON,201212,Kansas,0.0111,84.0,84,False,True
KS,JEWELL,20061,Kansas,0.0167,84.0,84,False,False
KS,JEWELL,20062,Kansas,0.0119,84.0,84,False,False
KS,JEWELL,20063,Kansas,0.0132,84.0,84,False,False
KS,JEWELL,20064,Kansas,0.0057,84.0,84,False,False
KS,JEWELL,20065,Kansas,0.0257,84.0,84,False,False
KS,JEWELL,20066,Kansas,0.0037,84.0,84,False,False
KS,JEWELL,20067,Kansas,0.0025,84.0,84,False,False
KS,JEWELL,20068,Kansas,0.0034,84.0,84,False,False
KS,JEWELL,20069,Kansas,0.0066,84.0,84,False,False
KS,JEWELL,20071,Kansas,0.0057,84.0,84,False,True
KS,JEWELL,20072,Kansas,0.0041,84.0,84,False,True
KS,JEWELL,20073,Kansas,0.0043,84.0,84,False,True
KS,JEWELL,20074,Kansas,0.0067,84.0,84,False,True
KS,JEWELL,20075,Kansas,0.0021,84.0,84,False,True
KS,JEWELL,20076,Kansas,0.0061,84.0,84,False,True
KS,JEWELL,20077,Kansas,0.0056,84.0,84,False,True
KS,JEWELL,20078,Kansas,0.0054,84.0,84,False,True
KS,JEWELL,20079,Kansas,0.0074,84.0,84,False,True
KS,JEWELL,20081,Kansas,0.0094,84.0,84,False,True
KS,JEWELL,20082,Kansas,0.0079,84.0,84,False,True
KS,JEWELL,20083,Kansas,0.0073,84.0,84,False,True
KS,JEWELL,20084,Kansas,0.0094,84.0,84,False,True
KS,JEWELL,20085,Kansas,0.0066,84.0,84,False,True
KS,JEWELL,20086,Kansas,0.0074,84.0,84,False,True
KS,JEWELL,20087,Kansas,0.0115,84.0,84,False,True
KS,JEWELL,20088,Kansas,0.0096,84.0,84,False,True
KS,JEWELL,20089,Kansas,0.0065,84.0,84,False,True
KS,JEWELL,20091,Kansas,0.0081,84.0,84,False,True
KS,JEWELL,20092,Kansas,0.0059,84.0,84,False,True
KS,JEWELL,20093,Kansas,0.0117,84.0,84,False,True
KS,JEWELL,20094,Kansas,0.0106,84.0,84,False,True
KS,JEWELL,20095,Kansas,0.0099,84.0,84,False,True
KS,JEWELL,20096,Kansas,0.0087,84.0,84,False,True
KS,JEWELL,20097,Kansas,0.0097,84.0,84,False,True
KS,JEWELL,20098,Kansas,0.0073,84.0,84,False,True
KS,JEWELL,20099,Kansas,0.009,84.0,84,False,True
KS,JEWELL,20101,Kansas,0.007,84.0,84,False,True
KS,JEWELL,20102,Kansas,0.0096,84.0,84,False,True
KS,JEWELL,20103,Kansas,0.0073,84.0,84,False,True
KS,JEWELL,20104,Kansas,0.009,84.0,84,False,True
KS,JEWELL,20105,Kansas,0.0052,84.0,84,False,True
KS,JEWELL,20106,Kansas,0.0092,84.0,84,False,True
KS,JEWELL,20107,Kansas,0.0107,84.0,84,False,True
KS,JEWELL,20108,Kansas,0.0045,84.0,84,False,True
KS,JEWELL,20109,Kansas,0.0058,84.0,84,False,True
KS,JEWELL,20111,Kansas,0.0074,84.0,84,False,True
KS,JEWELL,20112,Kansas,0.0066,84.0,84,False,True
KS,JEWELL,20113,Kansas,0.0078,84.0,84,False,True
KS,JEWELL,20114,Kansas,0.0089,84.0,84,False,True
KS,JEWELL,20115,Kansas,0.0073,84.0,84,False,True
KS,JEWELL,20116,Kansas,0.0107,84.0,84,False,True
KS,JEWELL,20117,Kansas,0.0114,84.0,84,False,True
KS,JEWELL,20118,Kansas,0.0067,84.0,84,False,True
KS,JEWELL,20119,Kansas,0.0154,84.0,84,False,True
KS,JEWELL,20121,Kansas,0.0057,84.0,84,False,True
KS,JEWELL,20122,Kansas,0.011,84.0,84,False,True
KS,JEWELL,20123,Kansas,0.0079,84.0,84,False,True
KS,JEWELL,20124,Kansas,0.0126,84.0,84,False,True
KS,JEWELL,20125,Kansas,0.0115,84.0,84,False,True
KS,JEWELL,20126,Kansas,0.01,84.0,84,False,True
KS,JEWELL,20127,Kansas,0.0081,84.0,84,False,True
KS,JEWELL,20128,Kansas,0.0119,84.0,84,False,True
KS,JEWELL,20129,Kansas,0.0106,84.0,84,False,True
KS,JEWELL,200610,Kansas,0.0061,84.0,84,False,False
KS,JEWELL,200611,Kansas,0.0228,84.0,84,False,False
KS,JEWELL,200612,Kansas,0.0043,84.0,84,False,False
KS,JEWELL,200710,Kansas,0.0081,84.0,84,False,True
KS,JEWELL,200711,Kansas,0.012,84.0,84,False,True
KS,JEWELL,200712,Kansas,0.0034,84.0,84,False,True
KS,JEWELL,200810,Kansas,0.0149,84.0,84,False,True
KS,JEWELL,200811,Kansas,0.0084,84.0,84,False,True
KS,JEWELL,200812,Kansas,0.0104,84.0,84,False,True
KS,JEWELL,200910,Kansas,0.0096,84.0,84,False,True
KS,JEWELL,200911,Kansas,0.01,84.0,84,False,True
KS,JEWELL,200912,Kansas,0.0108,84.0,84,False,True
KS,JEWELL,201010,Kansas,0.0124,84.0,84,False,True
KS,JEWELL,201011,Kansas,0.0143,84.0,84,False,True
KS,JEWELL,201012,Kansas,0.0078,84.0,84,False,True
KS,JEWELL,201110,Kansas,0.0066,84.0,84,False,True
KS,JEWELL,201111,Kansas,0.0092,84.0,84,False,True
KS,JEWELL,201112,Kansas,0.013,84.0,84,False,True
KS,JEWELL,201210,Kansas,0.0106,84.0,84,False,True
KS,JEWELL,201211,Kansas,0.0125,84.0,84,False,True
KS,JEWELL,201212,Kansas,0.0099,84.0,84,False,True
KS,JOHNSON,20061,Kansas,0.0184,84.0,84,False,False
KS,JOHNSON,20062,Kansas,0.0168,84.0,84,False,False
KS,JOHNSON,20063,Kansas,0.021,84.0,84,False,False
KS,JOHNSON,20064,Kansas,0.0187,84.0,84,False,False
KS,JOHNSON,20065,Kansas,0.0227,84.0,84,False,False
KS,JOHNSON,20066,Kansas,0.0213,84.0,84,False,False
KS,JOHNSON,20067,Kansas,0.0205,84.0,84,False,False
KS,JOHNSON,20068,Kansas,0.0228,84.0,84,False,False
KS,JOHNSON,20069,Kansas,0.0234,84.0,84,False,False
KS,JOHNSON,20071,Kansas,0.0261,84.0,84,False,True
KS,JOHNSON,20072,Kansas,0.0245,84.0,84,False,True
KS,JOHNSON,20073,Kansas,0.0274,84.0,84,False,True
KS,JOHNSON,20074,Kansas,0.0247,84.0,84,False,True
KS,JOHNSON,20075,Kansas,0.0295,84.0,84,False,True
KS,JOHNSON,20076,Kansas,0.0263,84.0,84,False,True
KS,JOHNSON,20077,Kansas,0.0254,84.0,84,False,True
KS,JOHNSON,20078,Kansas,0.0275,84.0,84,False,True
KS,JOHNSON,20079,Kansas,0.0244,84.0,84,False,True
KS,JOHNSON,20081,Kansas,0.0322,84.0,84,False,True
KS,JOHNSON,20082,Kansas,0.0247,84.0,84,False,True
KS,JOHNSON,20083,Kansas,0.0288,84.0,84,False,True
KS,JOHNSON,20084,Kansas,0.0319,84.0,84,False,True
KS,JOHNSON,20085,Kansas,0.0284,84.0,84,False,True
KS,JOHNSON,20086,Kansas,0.0287,84.0,84,False,True
KS,JOHNSON,20087,Kansas,0.0334,84.0,84,False,True
KS,JOHNSON,20088,Kansas,0.0287,84.0,84,False,True
KS,JOHNSON,20089,Kansas,0.0277,84.0,84,False,True
KS,JOHNSON,20091,Kansas,0.0303,84.0,84,False,True
KS,JOHNSON,20092,Kansas,0.0319,84.0,84,False,True
KS,JOHNSON,20093,Kansas,0.0312,84.0,84,False,True
KS,JOHNSON,20094,Kansas,0.0322,84.0,84,False,True
